input1	input2	label
h	mtrwsvblg	No
v	qdszv	Yes
s	kdzfjb	No
b	nhlvbr	Yes
u	mfng	No
j	rwgznkbh	No
r	hkptcmvn	No
k	gtqcbpxm	No
k	bmncshkv	Yes
k	dqfjm	No
v	hkgcvrds	Yes
i	mpjxc	No
f	lwmpk	No
t	dqjbsf	No
l	lkrhtmdc	Yes
f	pjfsq	Yes
d	gfbzrnt	No
g	gtxmc	Yes
v	pzv	Yes
z	tnwzsdg	Yes
f	mrjwq	No
o	njcpwqgdz	No
m	wvhtqpcb	No
d	swhvfpkj	No
p	fzsxdl	No
q	tzdbxh	No
p	qpkscnh	Yes
l	tpqxzdl	Yes
x	tqhvrlbkcgzm	No
q	stjdzwfqv	Yes
b	ctqbvnzw	Yes
w	dwb	Yes
o	nsbvrwtfmqpcl	No
c	dgvbwh	No
q	pmfkqcs	Yes
b	zcptblkdv	Yes
p	ndjvhxlqp	Yes
v	xvzgnfmt	Yes
m	kpsmvdfcgz	Yes
b	zhftjcbnl	Yes
e	qmgtdrjc	No
x	dmqxbr	Yes
p	qgzv	No
l	bhklf	Yes
n	dpvtz	No
u	vdxckbjfq	No
u	wzqmkjl	No
k	ksctqvwbdj	Yes
j	qtgdck	No
d	nrzqdtcxsf	Yes
f	tfvmk	Yes
m	jcdx	No
f	wtklcmrj	No
k	vbcplk	Yes
w	vqrdzl	No
i	czxbj	No
p	fghvwbn	No
h	jhrd	Yes
g	qgrbsx	Yes
z	wtfcrpgz	Yes
q	rmsjq	Yes
n	qtkhcfzwnb	Yes
d	fwhkvmzdlx	Yes
r	wqxr	Yes
q	bpqhrsmd	Yes
a	vrkznbq	No
f	dxhfbl	Yes
a	zsjc	No
n	zjvld	No
k	pnhkbvs	Yes
l	ljtbq	Yes
x	nsmcxvj	Yes
m	dmhtsxlkfcjvp	Yes
l	jltcdqk	Yes
s	qmgdlwkrb	No
g	glhk	Yes
c	kbgschfd	Yes
b	bxstvjdqw	Yes
t	qwxhmjb	No
b	hrlvknzpf	No
p	xkhtp	Yes
n	mvdzsbphtq	No
s	vqpkwsz	Yes
w	cqnw	Yes
m	twqgmz	Yes
p	pjkdcrw	Yes
x	fnhvwpzb	No
n	znwlfck	Yes
p	sjplv	Yes
t	jnplt	Yes
i	mxctqz	No
r	lpmwtnfs	No
h	swmdhv	Yes
q	xdbsp	No
i	dcflts	No
t	sgmqvkzhn	No
p	bwzkhrxj	No
t	tdfpl	Yes
n	vnhlpqsd	Yes
l	plkbq	Yes
c	dfzc	Yes
v	zwbfvr	Yes
i	kwpv	No
d	zlqfrtpck	No
z	tpnlxw	No
p	knszbqhc	No
w	crsgbhzdxq	No
c	grbkv	No
l	lrg	Yes
s	vlqd	No
v	mvzf	Yes
q	zfvptqkb	Yes
h	zhctbld	Yes
t	lprtvm	Yes
d	pdfhq	Yes
g	jqmlfn	No
t	fljpnhrbwkgzd	No
q	wkqlngm	Yes
y	xhwrg	No
v	fcws	No
j	jxsvmqr	Yes
c	pdjrtx	No
c	vcxzpgbjq	Yes
m	fmtdk	Yes
r	prsmgbw	Yes
x	vszjpfgt	No
d	sqvdhgr	Yes
c	dpcsflqr	Yes
y	ztmlgprvsnk	No
b	frcksd	No
r	drbjp	Yes
q	pdjhqkm	Yes
z	ftclnsp	No
v	nrvd	Yes
s	fzsjctnl	Yes
l	qbsxcfwdv	No
x	qrbmnpw	No
m	vbxsd	No
s	jwzhv	No
u	jhdpfnz	No
k	kgfvw	Yes
m	xhtfgczsn	No
x	djgx	Yes
f	sqpxthdc	No
m	qfjdvx	No
s	qfgtdb	No
c	dctfw	Yes
d	gnfqbctdlsxrj	Yes
d	gpvfhnkc	No
s	thxs	Yes
h	xljcqv	No
g	grhlk	Yes
w	wxjrzmhnqds	Yes
e	brxsqdg	No
m	gqpshr	No
a	qsl	No
u	djwrkpxmg	No
o	nfg	No
t	pdbgrjskh	No
o	fnxk	No
t	wlqxpkhct	Yes
d	btnpg	No
q	fqs	Yes
w	thgzljf	No
y	vrbqjns	No
v	dnj	No
c	chvpbl	Yes
l	jsvlt	Yes
c	mxcs	Yes
e	zxfctwpr	No
u	lhskwv	No
d	xtvf	No
y	slgmjqczdxfwn	No
z	jtlkz	Yes
s	ngqs	Yes
c	pqdc	Yes
h	wpkzngcxd	No
x	tmcnb	No
x	bdlxzgtv	Yes
u	nqvwzsp	No
o	njv	No
h	vqphdxmcfn	Yes
a	sjhqfdv	No
d	mkgpzwh	No
x	mxcjrbwq	Yes
w	fvkqd	No
t	tvpf	Yes
f	cqwghf	Yes
l	bpvhzglmstf	Yes
g	zbwx	No
s	hfrl	No
a	hkqgtxvm	No
k	shxbvlwrfd	No
c	qvwtc	Yes
x	fxrlzgj	Yes
h	chnbftm	Yes
y	dqbvn	No
l	qflj	Yes
t	kplmd	No
y	hxld	No
f	bvhmcpfl	Yes
w	zmjwgb	Yes
l	rjbswx	No
w	gtlsjcq	No
z	zjhvm	Yes
i	cqjxkhz	No
d	dst	Yes
t	hqmbfkz	No
g	lphjrkgd	Yes
g	rjx	No
x	pzvqxtl	Yes
e	kcwrsz	No
r	qvjszdrm	Yes
x	tcwjnklf	No
s	knvqtws	Yes
h	gxdwbj	No
k	ftsmjpxd	No
t	nzhtsq	Yes
g	fxgc	Yes
j	pjhxws	Yes
c	nmpxb	No
b	fztmlcj	No
y	lgmzprjvxdh	No
w	bptwrhzq	Yes
p	lmsqpf	Yes
f	qswfhnkxgzdm	Yes
k	gcsrkl	Yes
j	svktpj	Yes
v	htv	Yes
y	wzt	No
p	sxzrvnm	No
j	rqszn	No
f	hxclkprt	No
i	csbjfkmhzrvnpq	No
j	cvdjwt	Yes
w	zdfrlckxhng	No
h	rcmdk	No
b	shnbrg	Yes
l	zwtn	No
t	cfzb	No
m	xpsmhl	Yes
h	lnptdcrvbgw	No
v	ghwfp	No
b	jtndl	No
i	wdnlkfpxg	No
k	qzgfxnjkvw	Yes
o	xshgrndm	No
e	xszbc	No
m	jtqn	No
r	wxfckqspzhr	Yes
c	smkgwtbfp	No
h	cbwslhdfvg	Yes
j	pmlrnj	Yes
j	sdpghlmbxq	No
d	qjdcgr	Yes
h	rnph	Yes
j	vkzhgtcdps	No
i	lbvtjcpfgxq	No
i	fxhkg	No
s	kwqpsn	Yes
c	gstclz	Yes
h	zgsdbhrlmwk	Yes
x	xpql	Yes
r	hjclmwpgv	No
x	djmxv	Yes
s	qpdl	No
p	dxbqmznwk	No
f	pzwm	No
j	jvstq	Yes
d	zngh	No
d	hxldpq	Yes
f	fmvrslhwjb	Yes
p	wrbnx	No
b	bsqgpnxtz	Yes
t	qmlzrc	No
m	nscq	No
h	trhc	Yes
d	xpdbnkm	Yes
x	pglbh	No
d	xbsdkzpqhfv	Yes
r	grznvl	Yes
c	pgtqdhjvxm	No
h	dgznpqrbhc	Yes
a	qlszpmc	No
x	mkgqlbpd	No
d	qzcdln	Yes
u	brfwpvh	No
j	htkdjn	Yes
w	hrtcdnwb	Yes
j	fjkw	Yes
r	msrft	Yes
n	sdkvm	No
p	tsbxmkvhlcjf	No
j	lzpkcj	Yes
c	lgbr	No
n	pmxqv	No
g	xdglp	Yes
f	nfgqshrv	Yes
t	vjkwrx	No
g	fqbrdpmzt	No
d	tfxdjzh	Yes
z	zvgtdlk	Yes
n	lpgtdfh	No
y	bmkzshvl	No
j	ghrtfj	Yes
m	nmr	Yes
v	hqvsclx	Yes
o	gqlpxmt	No
y	tqrnxkjplzc	No
b	ptfxnglqv	No
c	kmgc	Yes
b	nmpsrv	No
v	ltwfbs	No
d	jmlcbd	Yes
q	rhblwsjq	Yes
g	wvmzflg	Yes
k	zglpkc	Yes
q	shbvlnr	No
i	fmxhrgk	No
t	jsfzbtwdn	Yes
u	dsvnjbmf	No
f	fwndlcb	Yes
z	hmcrzpglvbfx	Yes
g	hwndsm	No
b	vhkbpdt	Yes
h	jkwmnzfh	Yes
s	mcpd	No
c	wbcg	Yes
g	whpqsf	No
m	bgwzhcs	No
m	tsxlqkfmb	Yes
g	clkns	No
n	tncmdz	Yes
l	klm	Yes
y	dzbcrxpn	No
x	kdhfmx	Yes
i	mszgvxc	No
t	pcmzxtgqs	Yes
y	hkvmjxrg	No
t	zgkfbht	Yes
j	bdvxrsngmhw	No
g	pgxcskq	Yes
r	rvgwbzcxnf	Yes
j	mqgt	No
n	tcjglpb	No
d	zkpv	No
n	cvxmpbsw	No
z	fdrgl	No
x	dznxvm	Yes
g	zxpgbsf	Yes
d	tfxvcd	Yes
n	fnb	Yes
d	sjxwfk	No
v	pxdgsrcfnkwhj	No
t	xvjgfcnmh	No
c	qcxs	Yes
m	dcpghlqr	No
x	vzkgwmjf	No
v	hdvzcfgs	Yes
g	srpgjxtw	Yes
h	sghtq	Yes
f	kvtqnjgpdrbmsh	No
l	ljdzbkmxt	Yes
c	krbgpsfnjd	No
r	mlhnr	Yes
f	qnvdct	No
h	ljfsnbcvxwg	No
o	cjrndshzl	No
p	phjcb	Yes
i	pqhbfzdvk	No
y	lrn	No
m	fqlszjv	No
y	ghtfvbz	No
w	dvxw	Yes
c	dhxcp	Yes
e	hvjrqnbsm	No
d	kmglqjd	Yes
k	tksdvmw	Yes
y	wprgn	No
w	xpghdr	No
f	lfrh	Yes
q	gslvpdtn	No
c	cvb	Yes
g	gbtpmszw	Yes
k	bzfdwtg	No
c	cmqzl	Yes
n	hwfvxrn	Yes
o	dpghwnqmcbxzk	No
d	rdhml	Yes
k	jqghfkr	Yes
v	bzntfql	No
j	gnldkbvr	No
v	rlgv	Yes
g	ngcl	Yes
k	ncm	No
g	cqhgr	Yes
h	qphj	Yes
n	mgshlbqf	No
b	nxgfjz	No
n	fzgmjwqn	Yes
q	jzhrcm	No
z	xzpsg	Yes
h	vntfxd	No
p	qpzhlbwts	Yes
n	gpxm	No
a	vzckfdb	No
e	dfmgnw	No
p	ftpjrm	Yes
w	svgblqpt	No
n	bzkrxlsg	No
c	srzw	No
y	bkrqlhmf	No
n	njhwgklc	Yes
q	fsqrk	Yes
m	hrzgxlf	No
m	grbkmfh	Yes
b	cvbzmx	Yes
e	zbn	No
h	vxtscnkhp	Yes
j	xlfmnrzsgvk	No
v	hqpg	No
f	rzckwfmb	Yes
d	cjkzwgfdbvq	Yes
b	sjxcthglv	No
u	rqhcnzljg	No
p	psvchgjtz	Yes
e	lvpzmgtncjsx	No
u	vzhptqcmsrdnfg	No
l	fzbjxwldv	Yes
m	rvmk	Yes
x	xbtwdjnl	Yes
r	nscqzj	No
t	lhdsrp	No
z	mkzwtqjgds	Yes
s	mnlqx	No
d	qhdtwjrlb	Yes
p	kscxmwngjh	No
s	mqvfhpkzrd	No
w	zgcbkhjl	No
t	bwslrdvfj	No
b	vdc	No
t	rbhd	No
y	wdfhtkbj	No
r	gbrwdczt	Yes
e	xmsdqfvpb	No
g	vfhjkzctm	No
z	zrwvhbp	Yes
w	mfqwvt	Yes
h	kjnr	No
n	lnm	Yes
g	nljt	No
n	npx	Yes
q	mtcjq	Yes
e	rklxbjf	No
e	gtm	No
c	pmcwktnjd	Yes
b	qpvbzwktc	Yes
p	pchd	Yes
i	phdfmb	No
t	fxnvb	No
g	rfnvqj	No
s	gvfzqnrdk	No
g	qfprl	No
q	dpnvzr	No
z	wlqjbvdhfr	No
i	pvjt	No
p	mpx	Yes
a	knbjzc	No
o	mthq	No
p	jpxbvw	Yes
f	slqhgzw	No
o	gwjzhqmd	No
t	sqkgwfn	No
f	sdgrzptxl	No
q	tdzxnblgs	No
t	cpdvtlnjrb	Yes
w	brfplch	No
j	lsjzfvbrwm	Yes
n	vpdkgrbjlw	No
i	xfgvprbm	No
j	cnqgbtlhw	No
g	zvlphc	No
d	wqh	No
t	cmfn	No
b	qrxjlhzdc	No
n	zpfjvkq	No
b	vsqjkxf	No
j	khqjg	Yes
q	kbtg	No
v	kmxgdfwqphnjb	No
m	mtwlbh	Yes
v	zwhcpgd	No
a	rngzhfs	No
i	pqv	No
s	bxsgkr	Yes
k	tvgwpj	No
e	lpqkjtmvch	No
x	fqgdcrpzslj	No
a	zfblm	No
h	sdxmzcbnr	No
c	vqfhlzg	No
i	ltjpcrzh	No
e	zrtnvckspw	No
f	nmdxfl	Yes
r	rjlcvhgzd	Yes
h	hrkbxj	Yes
l	kzqndvgtxlh	Yes
j	zspwrlm	No
i	msdvkpbcf	No
h	nrfpwvqmxjd	No
m	hsvpd	No
j	lnbg	No
z	rpqvdzs	Yes
x	xlwzkp	Yes
s	ksnrplx	Yes
g	qmvncgrtfs	Yes
k	dcxsbr	No
x	cgkdrnqvb	No
u	xngmjwtq	No
s	hzgtrmqn	No
l	lmhxgn	Yes
b	ptzxcfw	No
m	jvztrq	No
f	frvx	Yes
n	zcfwr	No
c	sckzpvlx	Yes
b	jzht	No
r	dsgcn	No
k	jsnxlp	No
m	cjsnvk	No
h	rwgvd	No
d	vmwphctzngdsl	Yes
f	kshxvgmwpc	No
g	cfg	Yes
s	bfsrqvcd	Yes
o	qlkdzvgpr	No
g	hjqwgpld	Yes
m	lmtr	Yes
q	qxndcf	Yes
n	jdltvkzqh	No
w	rvmtsdzgk	No
u	zdhtx	No
z	cdjfphb	No
p	lpk	Yes
m	jxgqkdp	No
h	bkpmxh	Yes
s	stkb	Yes
x	dsfjrkm	No
y	gxj	No
z	fzkdbgxl	Yes
r	wlbrm	Yes
o	dxb	No
v	cxsfhwp	No
y	hknmjqzbs	No
j	vrpjh	Yes
p	wpvqljkmnthz	Yes
l	knlmzx	Yes
c	vswlmdtgjkhq	No
b	vbx	Yes
q	pszj	No
c	kdgnpc	Yes
i	hxz	No
f	cqspfkm	Yes
e	txcnmj	No
e	wvcgrqxs	No
i	bvlnwjprs	No
t	tkdn	Yes
p	mnrkcvxsj	No
m	jrcbkxfdz	No
w	mlczbwqt	Yes
f	mjdqb	No
o	gkcmpf	No
b	dzfqtvxrj	No
q	ksdhvqxw	Yes
y	mhwpqrt	No
l	hdqsmf	No
o	mzkvjt	No
r	wrqhv	Yes
r	jrfnvc	Yes
r	zknxrp	Yes
d	ztqbxrlpk	No
r	tcgdhs	No
b	hbfprltjm	Yes
k	tdx	No
g	nxftjkh	No
t	rmczv	No
b	hjgqrwk	No
i	wtlx	No
p	qnjzpmk	Yes
g	kgvxdh	Yes
t	tbn	Yes
k	bfpvmdtjk	Yes
a	pknhjtrsz	No
j	jpd	Yes
f	ltgfrxcs	Yes
g	mjfp	No
d	mgrt	No
s	lmknpj	No
x	lfqkhbvt	No
x	qrshxd	Yes
b	cwbz	Yes
g	pxtg	Yes
y	tvjmqd	No
h	kxpchmzwb	Yes
p	fnqjbt	No
g	hcgmp	Yes
g	pzmsghw	Yes
q	gjbxqzcp	Yes
g	pqlwmnj	No
f	glkd	No
r	smjcxgfht	No
p	lhvdfnk	No
r	rxslnwptj	Yes
r	pcdjnsvz	No
h	hgkcfpd	Yes
m	crvzm	Yes
r	nzl	No
k	xgh	No
z	qdjzgbvc	Yes
h	vzcfsm	No
y	lzxdwpqhfg	No
e	vzwsctn	No
z	dzxjrc	Yes
h	gvfsztjhnp	Yes
q	frjhtkcv	No
x	hwtzqv	No
z	nmkpwt	No
w	zlstchxq	No
m	zbqldwrhp	No
b	mtgvqjkzl	No
j	hldcz	No
b	tbm	Yes
e	wsrhmtlkfc	No
q	vzrf	No
i	gjvk	No
l	cwm	No
a	fbzdtn	No
s	ckwgsdjxr	Yes
x	ngcxdb	Yes
k	vblkmt	Yes
j	bmz	No
q	vgmzpq	Yes
w	qnxztm	No
x	trbgf	No
h	htf	Yes
z	bwzp	Yes
m	zpmtsn	Yes
o	wnjq	No
g	twvklxzbhnfj	No
b	pblmjrf	Yes
v	gwjxd	No
q	tprzmgcx	No
w	rkvw	Yes
x	xvbm	Yes
z	rwdg	No
f	htmzxfjg	Yes
z	mhfbzxk	Yes
e	tczmsqdrbklh	No
f	fhp	Yes
g	wgndmf	Yes
n	mdflt	No
h	rcf	No
p	lvnrshfwt	No
v	fcghjtxvmsrw	Yes
a	gjfp	No
i	xjkvp	No
c	kzfcm	Yes
n	dpmkntwh	Yes
v	nvt	Yes
z	tvrzbc	Yes
f	wqkbfsnr	Yes
z	qxszv	Yes
n	bxhkpn	Yes
c	jghkxtm	No
d	sprhbc	No
v	gkpcvj	Yes
s	cfqvr	No
g	whqx	No
k	fxksgh	Yes
f	mftw	Yes
l	zdrlfskq	Yes
n	vglx	No
g	xdlvkhqp	No
w	lkcfw	Yes
w	zrljvwbdk	Yes
c	mhxpv	No
c	hkxpsfqrzv	No
v	dgwzfb	No
h	tgqsnzh	Yes
r	rxwdvmsbqtp	Yes
k	kcfp	Yes
p	pgwcl	Yes
m	pvgrws	No
u	fpwgr	No
h	vxfrkbdqp	No
q	qgkrm	Yes
e	thlsnvpmbxcw	No
q	lwdmktxhgr	No
r	qvltfcgk	No
h	dzjkhpcgt	Yes
a	hgl	No
m	mstrbdf	Yes
s	xsq	Yes
l	bmztnxvc	No
v	mtnsw	No
m	qcpzvnlrx	No
e	zfjt	No
p	sbchzdtm	No
v	rdqflsgjch	No
c	fsrthxb	No
m	dvjcrgnksfxl	No
e	qkxjh	No
c	dcv	Yes
x	swx	Yes
z	njrzlv	Yes
y	pfrdxgblzj	No
f	xgnzb	No
h	kjlqvt	No
v	gkcjtqhnvmf	Yes
p	zpxw	Yes
h	tkxwmvlhqjp	Yes
g	nsdgc	Yes
z	sdlng	No
a	fhrqskz	No
i	mgbq	No
m	sgzclxjnf	No
i	gdxl	No
n	ngxrkvq	Yes
s	wrjfpx	No
z	vhdzcp	Yes
f	nmbpflsj	Yes
y	bwkjd	No
n	xflg	No
n	hdxtvjw	No
r	stdgvjlqrfh	Yes
b	drzntqj	No
q	qfhcnwjzr	Yes
l	txbklqw	Yes
c	mhdfpklqbx	No
j	ptfnc	No
f	vsbnt	No
v	trgfbmh	No
s	tlkcsx	Yes
s	ztswj	Yes
h	qpcvbxfnl	No
m	mpskjbfc	Yes
w	bhfnjqz	No
u	klgfchzwr	No
o	dnvwgch	No
s	wvdqbgjsxlrf	Yes
e	npw	No
r	nmjtdfbvsgq	No
u	xngfkcs	No
o	jsrvh	No
m	sbdxjgnvfkt	No
n	nwkztdhp	Yes
a	lcfgsjzwnr	No
x	xbrgsw	Yes
p	mnp	Yes
q	czqfvbsdmxw	Yes
x	wmnpkqd	No
g	clkgtmh	Yes
s	xtngbvq	No
g	mjwscr	No
e	ldxqbmztw	No
z	ctf	No
b	zdvnkqhr	No
u	zwpndmtgx	No
q	kvpm	No
z	xpvmkh	No
j	jzkhr	Yes
h	gmtrcbfh	Yes
q	bjq	Yes
h	vcgh	Yes
n	blrtjnfvs	Yes
j	xhvj	Yes
d	pqkmvztjncs	No
t	hqt	Yes
j	xfdljzhgtqnv	Yes
k	skcvbj	Yes
t	zlgdqvth	Yes
m	xfntrvdl	No
w	vbcwmdk	Yes
o	lhtjfz	No
v	bvxfrhzs	Yes
q	cwgfjrshq	Yes
f	shtzlmdx	No
z	zbfpkjdh	Yes
r	xlqzh	No
g	xkjvnszfcg	Yes
g	clbrg	Yes
p	fqntvdjhgcm	No
m	xksmnbjr	Yes
v	rmvwfhp	Yes
p	lwgrcp	Yes
x	vjfdzpmcw	No
f	xmfhqnjk	Yes
r	rscnzlxwdgf	Yes
j	bnqfzrmx	No
j	sbjmxrzqc	Yes
f	zrxpwjcls	No
s	qnpmrfs	Yes
p	bnrzwjp	Yes
f	hsrfvw	Yes
d	dfmwc	Yes
g	nxzgj	Yes
b	jrvcpgfqshwt	No
r	pvrmlt	Yes
f	csqrwkvnfj	Yes
i	srnlpxbq	No
g	fkmcvxgt	Yes
b	hrvqfb	Yes
y	gtdnjsxrkqp	No
v	sjfv	Yes
d	vkbhwdtfcqp	Yes
h	xlhq	Yes
f	sqjkngzlmr	No
v	vlwn	Yes
u	njgbfx	No
m	dmkvhc	Yes
b	cdbvwztxqsm	Yes
b	zhmljqcxgnvwf	No
z	zgdjfx	Yes
x	rbx	Yes
j	spzkmrvtljc	Yes
y	qcvftgzs	No
o	nfmcdkq	No
s	xvfpqmkwr	No
g	cvlxbjdg	Yes
z	wqtkfpz	Yes
v	gbhr	No
c	kltpdgcq	Yes
h	vlg	No
n	njdv	Yes
v	xvdfcpj	Yes
y	xhgcn	No
p	jkqbsnvp	Yes
y	drpkvtsf	No
i	ckdwzv	No
j	mqbhrzcxltw	No
r	lrpkghfnc	Yes
t	dwhkstfrclnq	Yes
c	hmwzdpvc	Yes
c	gwq	No
l	jmcvghbrknpzswq	No
d	gjs	No
f	cvnb	No
p	bdxpztm	Yes
z	wrpq	No
l	dgzcqxkhjsw	No
m	lzvpsc	No
s	rsnmdk	Yes
a	hmvjrkxtg	No
g	rzwptndgvmk	Yes
h	gnslktfbh	Yes
h	tnxkzw	No
d	fwbjnc	No
i	dzhqljgm	No
i	xbvkqlgdpm	No
c	tzmdkwvxcs	Yes
c	jnvzrhcxkq	Yes
p	zswxtkpmh	Yes
f	qsfc	Yes
g	qpwvhmfcknzd	No
q	npfxtq	Yes
o	fmkx	No
b	dqztpklx	No
y	hsdxgqvfw	No
g	btgfqc	Yes
f	qbtpvm	No
l	hpkzbtmrn	No
x	fdnqxb	Yes
h	jdwknhcv	Yes
f	gkh	No
e	zbkxnchpwf	No
n	sntdk	Yes
a	snkfzwlg	No
c	rmqzdx	No
n	bnwtqr	Yes
i	vdjp	No
r	vnfwdt	No
h	fvmbdcrp	No
y	rdnfpbsczx	No
v	nwqmskjct	No
m	xpfwtjhq	No
k	zkm	Yes
x	wfghljcmqbnvp	No
h	cvgjqh	Yes
x	xjzrfvtb	Yes
r	kzgjnpmxwhclsd	No
p	mfp	Yes
b	hblkxzn	Yes
u	rwltjczb	No
x	nxpmzswdfk	Yes
r	jrhv	Yes
c	fbzdxsjcvp	Yes
l	rpdgshm	No
b	tghnpzcl	No
z	sjdzhwql	Yes
r	rkh	Yes
u	zpghnwtxr	No
f	fspztwr	Yes
f	rkxfp	Yes
j	qnzgj	Yes
d	dmbz	Yes
u	wkdpjfb	No
y	rpxq	No
d	vbw	No
q	fxgq	Yes
m	hjmwkx	Yes
p	xmrp	Yes
s	dkvzgjfx	No
j	tdwfj	Yes
f	qfhlczm	Yes
d	qxtbgdrjs	Yes
d	cmsh	No
t	tglv	Yes
n	qcpnxrjl	Yes
h	flhj	Yes
v	wqght	No
f	rxqtpncwvlk	No
s	kcstmb	Yes
h	gqjvkn	No
h	tjdzwnv	No
g	pqcht	No
p	whcmzgskj	No
d	dprgmbkf	Yes
u	zvmg	No
s	jblns	Yes
z	qdfg	No
z	pncltqk	No
d	frbgklcx	No
p	mhdbpq	Yes
n	wsxvbmlfn	Yes
s	jfxsvn	Yes
l	wzdbmr	No
s	xgkp	No
z	lzxmhr	Yes
w	lqsb	No
h	vdjmshcg	Yes
x	nxmbwrgk	Yes
c	wnpjgshq	No
l	lzskbc	Yes
m	hrmwd	Yes
x	xhngpqldf	Yes
a	hfm	No
l	pdqhscz	No
b	mbqpr	Yes
e	ksdrjmhbp	No
s	vmqfchsz	Yes
y	qgtnkw	No
t	ndksbq	No
p	hgpmvrsbf	Yes
j	cnbjzftdhw	Yes
a	nltswbvkmrc	No
m	fzcbkngqshw	No
r	jlncdkf	No
s	vspxhr	Yes
h	ckjpbz	No
f	ptkrsn	No
d	fkjshpw	No
o	kchlbv	No
n	cpkvjndrsfzxlmg	Yes
b	kclfzm	No
w	zkcbtfvnd	No
f	hrflqx	Yes
x	kvcsqhzt	No
p	lkpjxvsnt	Yes
o	rlwsdtn	No
c	nvkztlwpcsd	Yes
c	cgbtjqk	Yes
q	vbfhdjgmxtwc	No
y	qhczpjsn	No
v	cljvzxtp	Yes
s	zgvhpqnm	No
u	whcpnqjm	No
q	nbqjhl	Yes
d	dgsnmvk	Yes
q	rblvctqp	Yes
e	pgjwtrbsnl	No
f	pldvg	No
u	xwndzslp	No
s	nsxqrzl	Yes
c	ksprcjx	Yes
g	kpbdsqxtln	No
c	phzmbc	Yes
s	wcjtsvrlb	Yes
o	vjckpswmng	No
a	klqtxb	No
u	pbtjdkm	No
a	plzjnsrqg	No
w	zcwbpm	Yes
p	nwkbpg	Yes
d	zjnwtlfdgh	Yes
x	ptcghxljz	Yes
q	vnqwd	Yes
m	wmlf	Yes
r	stp	No
l	bnqzpjx	No
x	kvzwbd	No
i	wkdjgmsz	No
q	lzqp	Yes
u	ldwsn	No
w	cxmlqf	No
o	fcnlj	No
l	btjxlw	Yes
m	qjmtxchb	Yes
c	cwzkthsfxd	Yes
k	crslpgdm	No
x	jfd	No
h	wkqfhdz	Yes
s	snqz	Yes
d	swkzdfx	Yes
y	tdbrzx	No
v	wtvh	Yes
z	nzkxrtj	Yes
y	gbhwq	No
i	sfhzwv	No
g	hmtxsgwrk	Yes
b	mbtdvw	Yes
f	pvhm	No
x	qxjrvf	Yes
w	xqvnzjh	No
z	lhtzxrjvs	Yes
t	tjxg	Yes
g	rhwpg	Yes
v	mqhkfsbldw	No
b	xlcvzskj	No
l	kxjlnh	Yes
j	qbvpnztwdr	No
m	knbvglmf	Yes
r	grjlmzs	Yes
s	zjgh	No
m	rmlzvdn	Yes
y	rzcbv	No
x	gmxvdf	Yes
a	gnbkxht	No
f	mvgfrb	Yes
w	vnchrtzw	Yes
v	sgfpvxjtk	Yes
q	rwkpbqcvms	Yes
j	vczxjwr	Yes
f	mrszcgxqd	No
z	pvgkdjbqlfw	No
o	kwdqfmbvt	No
h	xwbczmtps	No
h	zhtl	Yes
z	mkhqnfvdwlpx	No
j	rwxq	No
i	kzlmfq	No
b	pjhtbkv	Yes
u	vdsfbnzk	No
w	gjxtwhq	Yes
h	hpnrjw	Yes
f	pfnrlbcsm	Yes
v	brxwtqlpj	No
j	wsxvj	Yes
n	jmdn	Yes
w	rjqn	No
p	spk	Yes
w	jmrbg	No
s	pjgmhzlfbv	No
e	nrpmd	No
v	spm	No
v	bqpgxrdn	No
d	mgwtcph	No
r	zrhks	Yes
i	xtzqd	No
s	mrlxpzt	No
w	xzdmchkbw	Yes
p	zsmlvc	No
g	tzgj	Yes
g	mxzqcjfnhr	No
q	hndrfgl	No
c	xvrtbspnmcl	Yes
c	tldqs	No
n	spdfr	No
f	zslqdvjkc	No
q	nmvrdkw	No
z	nbrjwzmqc	Yes
w	kmgd	No
v	txmlpb	No
t	tnrlmxqvwk	Yes
f	lwgkvndfth	Yes
a	kmxd	No
f	lsrwcz	No
f	fqslh	Yes
q	flbrx	No
w	glztqkbj	No
x	mxnhbcr	Yes
k	tghw	No
i	zfjmqc	No
n	pkjqfbnldw	Yes
q	hczdxlg	No
b	bsjw	Yes
y	rcsqfvn	No
l	gtfw	No
v	xcndflg	No
f	qvjxlfpr	Yes
k	jtbrnpvhdmw	No
n	vfkmrbnp	Yes
o	hlr	No
z	zwpn	Yes
l	fvkthlxrpm	Yes
a	kqfbd	No
l	nljfdrth	Yes
u	fhkrlpmjz	No
m	wrtv	No
q	cdq	Yes
t	zjvwxqgprs	No
b	vmhkpcjqts	No
a	jfhgbsxlp	No
x	ntpbwh	No
c	xtjkhf	No
j	xzftnjvpq	Yes
w	pzhtmvwrgxl	Yes
x	tpwrgbczkq	No
p	rmckflt	No
v	ngzbk	No
u	pjtml	No
g	glqcj	Yes
s	jcslnf	Yes
g	nlzdtqvcfksgp	Yes
f	dvpwkzjfbn	Yes
t	tvlkx	Yes
z	vdxbrlkhp	No
j	wvczjbpgr	Yes
z	hxjmqdnkwf	No
c	fhvgc	Yes
p	hwp	Yes
t	qgplzmhdt	Yes
y	ptgznkvwhm	No
p	lvgrbpksc	Yes
t	sntkh	Yes
e	zbmlpt	No
v	jnvbx	Yes
n	dpqxfszhjt	No
m	hkqxrsl	No
