input1	input2	input3	label
t	c	cthzwpkr	tchzwpkr
g	w	cdwgnjhbxfrkl	cdgwnjhbxfrkl
q	c	rgbnclq	rgbnqlc
h	m	dhsmkjl	dmshkjl
p	f	flhpmb	plhfmb
j	m	hnjrm	hnmrj
z	j	wdjzs	wdzjs
q	t	rjtchvqk	rjqchvtk
j	w	jwsrfn	wjsrfn
f	t	fvktpq	tvkfpq
c	k	sdbcxk	sdbkxc
r	t	hdtrqb	hdrtqb
d	b	jdzb	jbzd
z	w	swjzcr	szjwcr
z	c	czqjdnw	zcqjdnw
h	b	kxlhsrb	kxlbsrh
n	q	mflqbn	mflnbq
z	m	wvnmzbg	wvnzmbg
p	r	tvrqsp	tvpqsr
k	b	cbgkrvdflp	ckgbrvdflp
d	t	dhtfp	thdfp
x	b	bxjp	xbjp
l	z	phzmcfqjln	phlmcfqjzn
r	z	zcrn	rczn
c	q	jqkc	jckq
n	w	kwmnjrdclfb	knmwjrdclfb
h	c	dlcvmhqk	dlhvmcqk
n	m	mdcnlgqkp	ndcmlgqkp
r	m	mrcxkqtg	rmcxkqtg
r	t	vzxrhlt	vzxthlr
m	k	nmrhck	nkrhcm
x	l	hrclxt	hrcxlt
t	q	qxtbkpdwlc	txqbkpdwlc
n	z	dnjrgz	dzjrgn
t	k	vkqptdrmh	vtqpkdrmh
r	v	rfvgkwblqs	vfrgkwblqs
b	d	cmbdn	cmdbn
h	v	vslpxghc	hslpxgvc
p	v	qxrdfpv	qxrdfvp
m	k	dlmcjhkpz	dlkcjhmpz
k	m	clmk	clkm
l	z	gspmtndlzqf	gspmtndzlqf
q	b	qwbv	bwqv
d	t	snrvtbhpjdxfc	snrvdbhpjtxfc
v	d	pgtvkdm	pgtdkvm
c	m	lrzmcv	lrzcmv
b	h	jlbfrhnzxm	jlhfrbnzxm
z	j	jlzsv	zljsv
l	c	lfc	cfl
g	l	lfhwbrgt	gfhwbrlt
n	l	gzcplrhjn	gzcpnrhjl
w	r	wjptrmc	rjptwmc
g	r	zqrsgmt	zqgsrmt
p	h	jmdbhkqtp	jmdbpkqth
k	c	djvskcxplw	djvsckxplw
p	z	dgmqrfzpb	dgmqrfpzb
k	z	ckz	czk
n	v	gwvnl	gwnvl
k	g	sdrclgk	sdrclkg
m	v	tfhsnmkv	tfhsnvkm
r	l	nfqsxlr	nfqsxrl
t	m	ftm	fmt
s	m	skmv	mksv
q	g	gznq	qzng
c	f	fbzcjmsdktgl	cbzfjmsdktgl
n	q	qfvhncw	nfvhqcw
z	h	wnzdth	wnhdtz
v	c	vcf	cvf
m	c	gjmbpncx	gjcbpnmx
c	s	sck	csk
l	h	sthfl	stlfh
j	z	znfkhgdj	jnfkhgdz
f	g	lbgqf	lbfqg
z	x	zfdxkj	xfdzkj
g	j	whgj	whjg
x	v	vxjb	xvjb
h	w	wlqhsr	hlqwsr
c	h	hcmw	chmw
b	c	znbrckxwvd	zncrbkxwvd
j	f	jdlf	fdlj
v	d	dwrqfv	vwrqfd
z	p	xzglrbpw	xpglrbzw
m	x	mxg	xmg
j	m	mjtf	jmtf
p	k	zdjklsp	zdjplsk
s	c	fshrcql	fchrsql
z	v	jlkzbsfgwv	jlkvbsfgwz
b	z	fjtpcwzb	fjtpcwbz
l	d	xjndpwl	xjnlpwd
c	q	qcrv	cqrv
p	d	dspcrqhvftmg	psdcrqhvftmg
v	x	zxvfmbj	zvxfmbj
h	s	zhxws	zsxwh
m	n	hlmqkznw	hlnqkzmw
d	s	spcdk	dpcsk
d	m	mld	dlm
v	c	cmv	vmc
g	j	gzkjvnfhc	jzkgvnfhc
l	d	wcpdl	wcpld
q	m	lwqrspmg	lwmrspqg
n	z	qgczmn	qgcnmz
s	f	jrpfs	jrpsf
z	x	zsxtrl	xsztrl
n	g	gmn	nmg
w	l	hskwvfdl	hsklvfdw
x	w	mxnbljwg	mwnbljxg
m	k	fzsmwcklrv	fzskwcmlrv
z	s	mszl	mzsl
k	z	nztcrwkxls	nktcrwzxls
j	s	flwjsgcxrmvkd	flwsjgcxrmvkd
w	m	mtwdpjvq	wtmdpjvq
d	j	jzqdc	dzqjc
c	x	cdrqwxh	xdrqwch
m	k	gmbknq	gkbmnq
z	w	zmcnw	wmcnz
s	h	qcshlz	qchslz
h	s	whs	wsh
k	n	rdpznkj	rdpzknj
v	d	vgwbrxd	dgwbrxv
g	p	pvgfc	gvpfc
x	b	lpqsvmbrx	lpqsvmxrb
n	b	kbnltwc	knbltwc
n	z	dshxznb	dshxnzb
p	r	phnmr	rhnmp
f	n	rgfnhzq	rgnfhzq
q	z	jhfmqdzwl	jhfmzdqwl
n	t	nbhxvtgrw	tbhxvngrw
j	z	zpjm	jpzm
z	n	zmnh	nmzh
r	b	zrbvj	zbrvj
c	l	lncrj	cnlrj
d	l	pzqdlm	pzqldm
p	m	pmklntxvwq	mpklntxvwq
b	d	dbz	bdz
m	t	zmctwlf	ztcmwlf
q	j	qwhgbjt	jwhgbqt
p	t	zbfstlp	zbfsplt
j	t	qtxfkpjr	qjxfkptr
k	m	gjxfzkmp	gjxfzmkp
t	n	dtljn	dnljt
j	r	xgjrtqn	xgrjtqn
q	l	hgtflnpqjs	hgtfqnpljs
t	j	nqtsjvg	nqjstvg
n	p	jdsnp	jdspn
j	g	jgmn	gjmn
q	l	hvql	hvlq
t	q	tvgfmwbq	qvgfmwbt
f	v	sxpcvfqdhm	sxpcfvqdhm
s	h	wsftnh	whftns
f	x	gfxb	gxfb
k	w	mkscfwzn	mwscfkzn
l	n	nshflr	lshfnr
p	l	njlp	njpl
z	q	rhfqnz	rhfznq
x	l	hzlfpxc	hzxfplc
h	p	chlpjxb	cplhjxb
f	q	fqb	qfb
r	h	ncbthrlps	ncbtrhlps
c	j	txqjrc	txqcrj
c	b	crqwbvfn	brqwcvfn
h	g	qgh	qhg
p	b	pwgzb	bwgzp
j	g	gjc	jgc
n	g	jtzghnvxs	jtznhgvxs
q	j	qvjgsz	jvqgsz
g	x	tgxfrlm	txgfrlm
b	w	bnkwtq	wnkbtq
v	p	vzfpchmqn	pzfvchmqn
f	s	xfws	xswf
p	v	qvbrpdf	qpbrvdf
q	b	lqzbn	lbzqn
f	w	jmghwnfx	jmghfnwx
d	l	lfxdvzg	dfxlvzg
t	w	vfwtl	vftwl
d	l	dlvbpzw	ldvbpzw
h	f	rfjzhsl	rhjzfsl
r	l	kprjsnltf	kpljsnrtf
n	p	jndfpm	jpdfnm
w	l	hjlwstgb	hjwlstgb
v	b	gbvc	gvbc
l	k	bjszkvhl	bjszlvhk
k	q	cbkq	cbqk
j	t	vtjd	vjtd
f	t	xtkhfmjr	xfkhtmjr
h	l	mlchbqk	mhclbqk
v	h	wxvkncmhr	wxhkncmvr
j	h	xbzqwkmvhjs	xbzqwkmvjhs
z	b	cxbz	cxzb
k	l	mflrcpbks	mfkrcpbls
l	d	lwdgfn	dwlgfn
m	l	vlmqx	vmlqx
v	g	grzv	vrzg
h	c	hbtcvlm	cbthvlm
r	p	bxzlpgrj	bxzlrgpj
d	p	gmhqfjdznpv	gmhqfjpzndv
d	l	dlwxzjcf	ldwxzjcf
h	m	mht	hmt
n	d	rwznd	rwzdn
k	c	xchwk	xkhwc
b	t	cbktwvj	ctkbwvj
m	x	jxgcfqkpm	jmgcfqkpx
w	h	xhwqn	xwhqn
l	m	tmwkpclgvq	tlwkpcmgvq
x	g	xqzwsgjn	gqzwsxjn
f	k	zcfrklt	zckrflt
f	q	qkdcgf	fkdcgq
z	f	tnfrgvz	tnzrgvf
l	x	hrlnxbftp	hrxnlbftp
g	q	kjzgqh	kjzqgh
w	z	dkqrpfwgzn	dkqrpfzgwn
t	r	tskr	rskt
k	g	lpwjhkg	lpwjhgk
f	k	vckrjhf	vcfrjhk
q	x	xfnqgvwh	qfnxgvwh
g	j	tgsqcjl	tjsqcgl
t	c	hcdktzr	htdkczr
w	k	fwmdk	fkmdw
s	d	fsmnlbhjd	fdmnlbhjs
t	q	gmkqdt	gmktdq
j	n	nswjq	jswnq
x	h	rxzckvfgmndwbh	rhzckvfgmndwbx
r	m	mjrtpdx	rjmtpdx
q	h	rszqh	rszhq
f	q	hcfpqvw	hcqpfvw
z	q	gtwqz	gtwzq
d	z	mczvd	mcdvz
z	x	hwbxz	hwbzx
w	m	vrbmw	vrbwm
z	t	qtngzk	qzngtk
p	r	zkvpr	zkvrp
b	r	wrbkjml	wbrkjml
q	d	dnq	qnd
f	l	jlqtfrh	jfqtlrh
z	l	pzgdxvkl	plgdxvkz
b	m	qbpsmtvg	qmpsbtvg
t	x	zdtjx	zdxjt
l	h	hmprlg	lmprhg
p	z	tmfzsplg	tmfpszlg
j	p	sxmjp	sxmpj
t	j	tglbcvxjm	jglbcvxtm
z	f	lvckzf	lvckfz
t	r	drltjgpkh	dtlrjgpkh
c	r	mcrswdgln	mrcswdgln
v	t	hdtnvg	hdvntg
b	w	bcwvj	wcbvj
r	j	rfkvbqtj	jfkvbqtr
z	j	mzjx	mjzx
z	v	wtvzdfpsh	wtzvdfpsh
k	m	rmxhk	rkxhm
s	n	pqzvshfnjrl	pqzvnhfsjrl
z	j	zxgjv	jxgzv
t	n	cbtnqdx	cbntqdx
b	t	ctpgnbj	cbpgntj
q	g	twqxgsnp	twgxqsnp
g	c	xgfpcjdzbs	xcfpgjdzbs
m	s	msvj	smvj
f	m	fhwmd	mhwfd
r	c	hjkmrcv	hjkmcrv
n	c	cmnqrlpv	nmcqrlpv
m	k	kmn	mkn
m	q	mdqs	qdms
f	v	vlnhzwdtfk	flnhzwdtvk
k	w	mdxqhnvwkftlj	mdxqhnvkwftlj
p	h	xhpg	xphg
j	d	dcrhmjzf	jcrhmdzf
b	j	xmbzpdlgvcrsj	xmjzpdlgvcrsb
k	s	kwlsth	swlkth
b	g	gbtrsdxvh	bgtrsdxvh
b	x	nfxzmcb	nfbzmcx
x	n	slnx	slxn
r	t	tbrsp	rbtsp
g	r	rmg	gmr
j	m	mcwznlqsghkj	jcwznlqsghkm
s	k	vlsrkzqnb	vlkrszqnb
l	z	zjkslg	ljkszg
z	n	lkwnhz	lkwzhn
v	x	dzxtrgqvwc	dzvtrgqxwc
d	c	mbckqfld	mbdkqflc
g	d	nhrpdgm	nhrpgdm
l	g	dgkcl	dlkcg
l	m	nlmb	nmlb
r	k	nzrksfwg	nzkrsfwg
m	g	jmgzth	jgmzth
b	h	dxsnkrltbch	dxsnkrlthcb
n	j	mngjtc	mjgntc
h	p	mrsbkhp	mrsbkph
l	v	hjgrplqsmnxv	hjgrpvqsmnxl
m	t	rzxwlgmt	rzxwlgtm
h	v	vhwn	hvwn
l	b	zgbtkl	zgltkb
c	v	mwscvt	mwsvct
w	x	xwlqbn	wxlqbn
r	h	lwrqh	lwhqr
j	w	cwrmtjvqh	cjrmtwvqh
f	v	rftbvglh	rvtbfglh
z	n	knjcfzthqd	kzjcfnthqd
l	d	qgflhbdjxt	qgfdhbljxt
w	j	qwjz	qjwz
t	j	tbvkjlx	jbvktlx
q	w	fwqzk	fqwzk
k	t	jxtrwdsk	jxkrwdst
s	g	qfmsvzg	qfmgvzs
k	j	ckjsq	cjksq
r	w	tsrw	tswr
h	d	hvqfktgd	dvqfktgh
b	p	pmcdbkz	bmcdpkz
w	d	rgdhws	rgwhds
x	g	wsxgctn	wsgxctn
q	k	wkqcp	wqkcp
q	r	qpgrfwhvlc	rpgqfwhvlc
s	g	zsgjhpw	zgsjhpw
n	q	qwnph	nwqph
b	k	lbtwk	lktwb
t	z	dzgbt	dtgbz
t	l	nrzdlvt	nrzdtvl
r	t	tqrz	rqtz
h	s	dshm	dhsm
d	r	fwjrd	fwjdr
j	l	hxwlkfspjr	hxwjkfsplr
t	f	rfgt	rtgf
n	d	nvgdk	dvgnk
w	b	srbdvczwh	srwdvczbh
m	b	bfnmqs	mfnbqs
x	l	lxpzjk	xlpzjk
d	n	fnpd	fdpn
b	j	dzwjxlmbp	dzwbxlmjp
k	s	khnbds	shnbdk
m	h	fmphvnb	fhpmvnb
h	n	zhntd	znhtd
h	b	qpbgh	qphgb
g	c	zgncq	zcngq
w	j	jmtrnbxwsfl	wmtrnbxjsfl
g	t	mrgnzbtl	mrtnzbgl
l	h	lwpvbhgn	hwpvblgn
x	d	ghxcmfd	ghdcmfx
n	f	vngtldfhm	vfgtldnhm
k	d	tjdlqhskvc	tjklqhsdvc
h	t	bcjthv	bcjhtv
j	m	jfnvmt	mfnvjt
j	d	djmqlk	jdmqlk
p	h	rlgfqphct	rlgfqhpct
b	t	drbjt	drtjb
q	k	mfkzqtrlg	mfqzktrlg
l	k	mlkb	mklb
v	k	jfvkcx	jfkvcx
r	m	mdgfrj	rdgfmj
l	v	wmvsl	wmlsv
l	t	gtdls	gldts
h	b	gfmshjlwb	gfmsbjlwh
v	z	xgrwlzvf	xgrwlvzf
p	l	ndpwlv	ndlwpv
l	h	glnshrd	ghnslrd
d	t	dgrt	tgrd
k	z	gkbwrfzlsqxpv	gzbwrfklsqxpv
p	z	zqwmphfj	pqwmzhfj
p	q	tdnqkgp	tdnpkgq
c	w	pjtkvdhwxmscqnz	pjtkvdhcxmswqnz
t	g	cpgtb	cptgb
v	t	vctfmqx	tcvfmqx
t	p	ndpqt	ndtqp
l	n	wmhjlnkrbg	wmhjnlkrbg
g	r	jngrzt	jnrgzt
p	l	ljpxbf	pjlxbf
w	m	mnvwhr	wnvmhr
p	k	pfmcklrg	kfmcplrg
n	l	gbpcnltm	gbpclntm
f	r	rzft	fzrt
m	r	vwmrjq	vwrmjq
s	m	zmqsg	zsqmg
k	t	kgrvntc	tgrvnkc
d	s	djwvshg	sjwvdhg
b	s	qsbkzl	qbskzl
j	l	jwl	lwj
f	p	vhgnpjf	vhgnfjp
s	m	tpmsdgr	tpsmdgr
l	r	lrx	rlx
w	p	pmbwz	wmbpz
w	q	mgqdtwb	mgwdtqb
b	q	lqrzwbp	lbrzwqp
j	s	bwjs	bwsj
m	c	hjfctm	hjfmtc
r	j	jrxsw	rjxsw
q	s	pfdsqtm	pfdqstm
t	w	spdtwgh	spdwtgh
c	n	vwnqcsj	vwcqnsj
c	n	zvhqcnp	zvhqncp
m	f	zfgmnb	zmgfnb
f	v	vbtf	fbtv
d	n	ldnxqkj	lndxqkj
l	r	sjgdqxlhvnrkm	sjgdqxrhvnlkm
q	f	qvf	fvq
d	h	fkldshwjr	fklhsdwjr
m	j	dmkvj	djkvm
r	j	rjgbqk	jrgbqk
t	h	hlwftq	tlwfhq
k	t	ltkz	lktz
d	w	dpswghcl	wpsdghcl
z	x	xckwhztq	zckwhxtq
b	j	jbkvfpdh	bjkvfpdh
g	b	ghqvbxnr	bhqvgxnr
t	z	tzcvf	ztcvf
g	v	skvjnlgc	skgjnlvc
d	c	cdsgr	dcsgr
d	l	dcltf	lcdtf
f	d	rlfdnj	rldfnj
b	k	pbfgkvtd	pkfgbvtd
r	n	dqrwn	dqnwr
z	h	sfzxtch	sfhxtcz
s	z	zcdsn	scdzn
z	c	czq	zcq
x	s	vzxnrst	vzsnrxt
q	w	qxnjw	wxnjq
n	g	zpnqgkrbs	zpgqnkrbs
w	c	dhtnrcpw	dhtnrwpc
k	p	xqplfkcw	xqklfpcw
k	b	wkhtbs	wbhtks
c	v	chjvdq	vhjcdq
m	j	njmlqsp	nmjlqsp
w	q	kdrbwqh	kdrbqwh
h	w	xwctmbvprhgs	xhctmbvprwgs
h	g	bsngkchfj	bsnhkcgfj
n	g	qkgnsrfd	qkngsrfd
t	q	sqt	stq
m	z	mxzbwnrvtghcl	zxmbwnrvtghcl
d	j	cdjrmf	cjdrmf
g	p	qbpmlkg	qbgmlkp
t	h	tnqvxlpwh	hnqvxlpwt
s	n	trfqsnpbv	trfqnspbv
l	v	vsbgpxdl	lsbgpxdv
x	g	hmndzqxgcb	hmndzqgxcb
n	h	wnjlhctrg	whjlnctrg
h	t	knhgtsqc	kntghsqc
w	f	pfjbws	pwjbfs
n	t	gqtn	gqnt
c	j	jlgkc	clgkj
r	b	qdlbr	qdlrb
s	g	jgdbtwzsn	jsdbtwzgn
l	b	nxfltbz	nxfbtlz
m	l	qdmlcpstgh	qdlmcpstgh
d	b	cbxkdr	cdxkbr
x	v	dnvrgqtxfk	dnxrgqtvfk
h	z	hwbxz	zwbxh
b	r	lhbr	lhrb
l	n	fnrlxpzb	flrnxpzb
f	r	trqwfh	tfqwrh
t	p	pkthmc	tkphmc
v	c	vpcht	cpvht
c	n	ngfckhs	cgfnkhs
z	h	cszh	cshz
c	h	cnbxhs	hnbxcs
f	s	qzfgcdsp	qzsgcdfp
t	w	btfwl	bwftl
p	n	bnjrpsmdqk	bpjrnsmdqk
h	d	dlkhjfzsqb	hlkdjfzsqb
f	q	qpzf	fpzq
h	c	czngmqdh	hzngmqdc
v	s	vlhtswf	slhtvwf
h	f	thwdfx	tfwdhx
c	v	cvzm	vczm
l	v	rbvjl	rbljv
z	k	fvcznkt	fvcknzt
f	m	fwxmj	mwxfj
s	c	grkcqsb	grksqcb
z	v	lzhgnscjvrqkt	lvhgnscjzrqkt
f	x	xnqfmhb	fnqxmhb
m	r	sfnlmwxrv	sfnlrwxmv
b	t	tjbs	bjts
k	x	dstqxjzk	dstqkjzx
h	f	hfcjtwxpz	fhcjtwxpz
x	m	wbmpzkx	wbxpzkm
l	s	qkshlrntp	qklhsrntp
r	g	jprcg	jpgcr
z	h	hqstkbnfzg	zqstkbnfhg
h	n	mcphzqn	mcpnzqh
l	j	jnql	lnqj
g	b	tkbglw	tkgblw
n	k	dkhgnpv	dnhgkpv
w	f	twmgkfbn	tfmgkwbn
w	m	mvfwqxd	wvfmqxd
v	h	hkvfm	vkhfm
w	n	bwdnm	bndwm
v	d	cmvdwp	cmdvwp
t	j	wfdbzjct	wfdbztcj
p	g	nptdwg	ngtdwp
s	p	qsbpv	qpbsv
w	d	mbswdp	mbsdwp
g	n	mpghjrncx	mpnhjrgcx
c	g	lcgmdxnb	lgcmdxnb
r	l	ldpbr	rdpbl
s	r	frbtkzsp	fsbtkzrp
l	v	vdgnl	ldgnv
z	b	bmkz	zmkb
c	r	lfjmrc	lfjmcr
n	k	cnkh	cknh
x	n	bnxvzjsht	bxnvzjsht
v	s	fvswpm	fsvwpm
z	x	nxjrlvwz	nzjrlvwx
w	j	lbxdwgjstk	lbxdjgwstk
b	x	nbqxz	nxqbz
r	x	nrx	nxr
t	c	tcmf	ctmf
c	r	cxrz	rxcz
w	v	vmsbcnwq	wmsbcnvq
p	q	qpfblxk	pqfblxk
w	m	wnmjls	mnwjls
k	c	wrcbk	wrkbc
v	g	kvdqzg	kgdqzv
w	r	xctrmnzjdwkbp	xctwmnzjdrkbp
l	q	wvqblxg	wvlbqxg
z	v	pzcvk	pvczk
s	c	chjs	shjc
c	p	zcpktrm	zpcktrm
n	j	bnjsqv	bjnsqv
d	z	jcvqhzntd	jcvqhdntz
l	t	trfbl	lrfbt
m	n	nmcbjzx	mncbjzx
h	l	cbhjznrl	cbljznrh
z	j	bfjvzhs	bfzvjhs
c	b	sjdgtbch	sjdgtcbh
z	q	zwqnfdptclv	qwznfdptclv
s	l	kljdzs	ksjdzl
g	c	rcgdl	rgcdl
w	b	bgwfpkd	wgbfpkd
m	x	wzxrmjc	wzmrxjc
d	t	drpt	trpd
k	n	vkmnthjs	vnmkthjs
l	n	brmlnwftp	brmnlwftp
z	t	zwlhstj	twlhszj
c	s	zchfs	zshfc
d	p	nzpld	nzdlp
t	d	pdqtbhc	ptqdbhc
r	m	tmwrq	trwmq
z	f	hvzkfsrdq	hvfkzsrdq
x	w	xwnd	wxnd
z	l	knfmgzls	knfmglzs
p	m	bhfpmc	bhfmpc
n	w	hwvgnq	hnvgwq
b	j	jgbcp	bgjcp
s	w	lfbmzhcstndwr	lfbmzhcwtndsr
m	t	bcstlmnd	bcsmltnd
d	p	zdpk	zpdk
x	l	lpzxjc	xpzljc
l	t	ltrgx	tlrgx
g	p	nprfgbwlcts	ngrfpbwlcts
m	f	fmctgqj	mfctgqj
v	z	ghzmbv	ghvmbz
z	h	tzh	thz
j	p	mnpkbxljh	mnjkbxlph
h	b	hpb	bph
x	v	xvmkwhzsq	vxmkwhzsq
v	z	vhzx	zhvx
z	v	zdnlvqpwf	vdnlzqpwf
f	g	fjgxr	gjfxr
x	p	plx	xlp
m	w	swgxnmj	smgxnwj
s	r	brsvlnk	bsrvlnk
c	v	vcb	cvb
w	j	djwfpg	dwjfpg
x	w	gwhvx	gxhvw
q	g	qjgf	gjqf
w	q	pxkwhfqv	pxkqhfwv
x	z	tndzjx	tndxjz
f	c	mcfq	mfcq
z	j	pqkgwzbjrlvsf	pqkgwjbzrlvsf
m	n	snmwx	smnwx
g	l	glhw	lghw
f	j	nfwj	njwf
z	x	mgzprvkxd	mgxprvkzd
q	g	cxgqm	cxqgm
b	t	kgbjvqnt	kgtjvqnb
j	x	rvhxjpg	rvhjxpg
z	x	zjx	xjz
j	b	plwjkftgbd	plwbkftgjd
v	g	nvxpkhg	ngxpkhv
r	c	kfzqscr	kfzqsrc
h	z	czthvgrs	chtzvgrs
r	n	hmwrn	hmwnr
m	q	qmhx	mqhx
l	s	rlkwcs	rskwcl
l	q	lwgkcrqtnsv	qwgkcrltnsv
j	n	mbnj	mbjn
q	s	qths	sthq
k	r	tjwlvhkr	tjwlvhrk
j	h	hxgtwpjzsk	jxgtwphzsk
g	l	jbgcl	jblcg
x	m	hmlxsgq	hxlmsgq
k	t	gztxnck	gzkxnct
c	q	cvnfq	qvnfc
b	d	dbql	bdql
l	w	gwtlb	gltwb
v	r	brzv	bvzr
m	c	zpjmckbg	zpjcmkbg
m	p	mfpqwv	pfmqwv
p	w	btdwjp	btdpjw
x	v	tvrcfxq	txrcfvq
k	d	pvdtk	pvktd
s	n	sxmgnhb	nxmgshb
h	p	hpw	phw
d	w	wdktbfg	dwktbfg
z	t	zrlwctfk	trlwczfk
n	j	jnp	njp
z	s	sjwzlnm	zjwslnm
m	v	mjshdv	vjshdm
r	m	fkbrsgmc	fkbmsgrc
m	g	tvgkmfbc	tvmkgfbc
k	m	vjrbwkm	vjrbwmk
d	j	mdvjsw	mjvdsw
b	c	lfcvbdwn	lfbvcdwn
n	v	vjqspn	njqspv
x	p	pqbx	xqbp
k	w	wsgljk	ksgljw
l	s	mslkd	mlskd
c	q	xrcfgdq	xrqfgdc
b	c	sqfxncwplrb	sqfxnbwplrc
q	j	ftnqwzjb	ftnjwzqb
k	z	kxhfcz	zxhfck
q	w	tghmxwjqlcrn	tghmxqjwlcrn
c	v	fvkcpd	fckvpd
z	h	shgbdz	szgbdh
k	j	nkj	njk
q	p	qjp	pjq
w	f	hfzxktw	hwzxktf
m	p	rcdmp	rcdpm
x	s	spxjwgcf	xpsjwgcf
t	h	xndlfzmbtjghrk	xndlfzmbhjgtrk
s	p	qbprcs	qbsrcp
k	v	fwgdstrhvkz	fwgdstrhkvz
j	l	lmwjh	jmwlh
j	f	tdskjf	tdskfj
s	j	sgjx	jgsx
m	w	mxwk	wxmk
g	x	fjgxtc	fjxgtc
w	v	rhlxbzfskwv	rhlxbzfskvw
n	r	xnrdp	xrndp
b	c	wgvbc	wgvcb
k	l	zgnlpsckb	zgnkpsclb
c	m	bwmhcqpvdj	bwchmqpvdj
b	s	dbxklsmw	dsxklbmw
k	v	kpvwz	vpkwz
b	p	cbpr	cpbr
k	t	lwvgthpmjkx	lwvgkhpmjtx
r	t	ldktrpvmc	ldkrtpvmc
h	g	gjhnskmpwc	hjgnskmpwc
h	c	hkcrqd	ckhrqd
t	f	gjwntfslcv	gjwnftslcv
j	d	wgjbnd	wgdbnj
z	d	zsld	dslz
x	d	dgwflsxhtm	xgwflsdhtm
z	l	ndzkhvtlbgm	ndlkhvtzbgm
m	v	nvsmt	nmsvt
t	l	ktldwx	kltdwx
x	w	xqjwzt	wqjxzt
j	l	mjkqxlnsrfv	mlkqxjnsrfv
j	p	pfdj	jfdp
b	h	bvdwpfxrh	hvdwpfxrb
n	v	rlnvg	rlvng
g	l	flbg	fgbl
p	d	xbkrdzpsg	xbkrpzdsg
z	d	dszh	zsdh
w	q	scwlq	scqlw
g	q	tzgq	tzqg
x	r	xtrnhv	rtxnhv
w	m	rwhlcvtsmp	rmhlcvtswp
x	b	jxsbm	jbsxm
j	f	fvhdjnlbs	jvhdfnlbs
k	r	grqzkb	gkqzrb
q	l	kqrl	klrq
g	v	glwv	vlwg
s	z	smnczbx	zmncsbx
c	w	zctwr	zwtcr
j	x	wxmczgprdnj	wjmczgprdnx
t	n	dnpwtc	dtpwnc
h	k	kbztdrwhnm	hbztdrwknm
c	l	vhlrxkcsnd	vhcrxklsnd
s	v	mlsqjtv	mlvqjts
g	s	czxgrlsn	czxsrlgn
h	k	jphgkm	jpkghm
b	l	hjfmlbx	hjfmblx
g	x	xshlgq	gshlxq
k	j	lqkhrjfw	lqjhrkfw
z	c	zqcb	cqzb
f	g	htfgb	htgfb
t	j	fvtzj	fvjzt
t	r	wqvrbfzdhckt	wqvtbfzdhckr
r	w	twnmgr	trnmgw
w	m	fmwv	fwmv
t	q	prtkq	prqkt
q	f	gqvtf	gfvtq
k	g	zfkcxrgq	zfgcxrkq
j	r	ctdrjn	ctdjrn
n	d	dngjlbchx	ndgjlbchx
n	w	rzwfbnc	rznfbwc
z	p	fqzhpjb	fqphzjb
h	x	hvbnxlp	xvbnhlp
g	k	dqkwvmcg	dqgwvmck
p	n	lmpxnt	lmnxpt
d	f	fcd	dcf
l	t	fkgthlw	fkglhtw
p	g	wxpgmht	wxgpmht
z	k	qgchwsdzknm	qgchwsdkznm
s	r	hrmpbclqs	hsmpbclqr
n	x	bpxn	bpnx
f	n	fhklsn	nhklsf
j	s	zgwbjs	zgwbsj
x	h	xtmpkh	htmpkx
m	r	chqrmfds	chqmrfds
n	k	kjcnbtg	njckbtg
z	w	wnthfz	znthfw
m	g	pdgqtml	pdmqtgl
t	d	cdztxfb	ctzdxfb
k	s	kwxdqfgcs	swxdqfgck
p	r	flprbjhv	flrpbjhv
g	b	btpknhg	gtpknhb
s	w	bcsrdlfwxtnz	bcwrdlfsxtnz
w	h	wnshqg	hnswqg
p	r	zxdwmrp	zxdwmpr
k	h	hmqjksrz	kmqjhsrz
n	z	nzvg	znvg
m	s	stmc	mtsc
q	s	wgstbq	wgqtbs
s	d	vdhtsnq	vshtdnq
r	k	qkgxzprvf	qrgxzpkvf
x	s	xfhsv	sfhxv
k	c	cbrhkz	kbrhcz
v	w	wpv	vpw
k	p	xmqbkjcp	xmqbpjck
x	w	xwjqlf	wxjqlf
f	q	lhfsrqz	lhqsrfz
s	p	mwjpsdqlc	mwjspdqlc
g	x	xbgrfnsm	gbxrfnsm
r	w	qltwrdj	qltrwdj
z	j	qdpkhmtjcgz	qdpkhmtzcgj
c	h	cnbhxvp	hnbcxvp
d	l	qptcvblgdw	qptcvbdglw
k	z	cdzk	cdkz
b	d	dpjbvqw	bpjdvqw
d	f	dfsh	fdsh
l	t	kdtbnlgv	kdlbntgv
s	n	mfnrs	mfsrn
p	g	pwzrgv	gwzrpv
m	k	mbhnlkv	kbhnlmv
v	d	gkbsvd	gkbsdv
c	f	chf	fhc
l	v	vxtlgh	lxtvgh
h	g	whnstmbdgxlcq	wgnstmbdhxlcq
x	f	bwdqjtxnf	bwdqjtfnx
w	m	wmgf	mwgf
d	q	rdjqmfgv	rqjdmfgv
c	p	nfzjrclp	nfzjrplc
t	j	tqjmshpv	jqtmshpv
z	x	vwthxjzs	vwthzjxs
m	k	dkhjm	dmhjk
l	b	tndkxpbgwhrvlq	tndkxplgwhrvbq
v	s	bxsdqvjct	bxvdqsjct
z	w	hkfwqjspzb	hkfzqjspwb
s	g	gpjst	spjgt
w	x	bgnrwx	bgnrxw
