input1	input2	label
n	wnql	wql
v	kqgrjvmh	kqgrjmh
r	msrhlk	mshlk
b	bvfh	vfh
l	ztkdcl	ztkdc
h	hltrwkn	ltrwkn
m	tmwbsgh	twbsgh
c	czp	zp
h	qztkgwmhx	qztkgwmx
z	mqpjfz	mqpjf
h	gfzlhbmt	gfzlbmt
k	zkx	zx
l	mqxtl	mqxt
k	vkc	vc
n	jcmfrnswx	jcmfrswx
b	vbrknm	vrknm
t	jslxngt	jslxng
l	vwxldk	vwxdk
p	rmkzwcqpt	rmkzwcqt
n	ftrn	ftr
g	bzgjmrk	bzjmrk
q	sqdfh	sdfh
f	zpskxftg	zpskxtg
t	brvftzp	brvfzp
n	tmvsn	tmvs
r	xgjrhkd	xgjhkd
r	fmbrtzd	fmbtzd
b	tjqnzsdkb	tjqnzsdk
z	pcdzln	pcdln
v	mdvzfhnb	mdzfhnb
t	tswg	swg
c	zftvlcgd	zftvlgd
t	tdhl	dhl
l	szfl	szf
s	rsnxpzmh	rnxpzmh
x	hvfxldk	hvfldk
w	ctmwzfqjg	ctmzfqjg
w	nxcwdtzvbfp	nxcdtzvbfp
s	jhsn	jhn
n	zbnfqrmgk	zbfqrmgk
p	rzpwbd	rzwbd
g	qxdtg	qxdt
l	lknz	knz
v	vdmbjsk	dmbjsk
r	qdvtsrzn	qdvtszn
x	mvgjlwnqzpx	mvgjlwnqzp
c	sbcfnrtv	sbfnrtv
r	rbz	bz
b	gkbhs	gkhs
h	scbhk	scbk
r	dcxfhrb	dcxfhb
w	wqchrxlmk	qchrxlmk
v	cflbv	cflb
l	lrxgmntcbv	rxgmntcbv
j	whxlvndj	whxlvnd
m	dgnmqpb	dgnqpb
r	ctxmlr	ctxml
j	mvjglpf	mvglpf
t	mxtvlbsnc	mxvlbsnc
m	wlmtqj	wltqj
b	lsbnwtjhvq	lsnwtjhvq
j	tjbf	tbf
w	rwbtknq	rbtknq
w	dqmvhfw	dqmvhf
k	vrmznftk	vrmznft
x	hqlrmxs	hqlrms
k	wqvdkpf	wqvdpf
n	nwldk	wldk
q	zgckrhfmq	zgckrhfm
m	wsnlzm	wsnlz
t	rtvsh	rvsh
w	qbwlgtdrnzpcvs	qblgtdrnzpcvs
j	bxdfhjv	bxdfhv
q	ndwjq	ndwj
d	dzqhtnw	zqhtnw
x	gnbxf	gnbf
n	kpcnf	kpcf
w	pcwnq	pcnq
m	xwhtm	xwht
t	zrtbkx	zrbkx
n	srpkn	srpk
h	zhdwfpm	zdwfpm
c	dch	dh
h	qsdnzhg	qsdnzg
t	jqtzxbrm	jqzxbrm
h	vcrghnjk	vcrgnjk
h	gmwhl	gmwl
s	szptrj	zptrj
s	nbwqdspv	nbwqdpv
s	ctbsr	ctbr
w	hklrfwbnx	hklrfbnx
k	fkxvsh	fxvsh
k	dwkbfgnqt	dwbfgnqt
h	hjvwdsrqf	jvwdsrqf
g	rdmhwg	rdmhw
n	qgnlf	qglf
r	whrcbvfp	whcbvfp
w	jrpw	jrp
d	xhkdrtpmc	xhkrtpmc
t	mdgbt	mdgb
d	gbqxdzstmjk	gbqxzstmjk
h	vljht	vljt
q	kdqnxst	kdnxst
c	mzqtkpc	mzqtkp
x	pnwxhfjq	pnwhfjq
s	bczlwnrsqf	bczlwnrqf
t	qtrj	qrj
l	fldcv	fdcv
j	fkmqjtn	fkmqtn
b	bprgjzdt	prgjzdt
w	wtl	tl
l	dxlb	dxb
t	nlmktbwrds	nlmkbwrds
p	vrwspbzfmjlgq	vrwsbzfmjlgq
k	btks	bts
l	kwbvlxpz	kwbvxpz
q	gnqvwjhbxdzml	gnvwjhbxdzml
j	jbvqwx	bvqwx
f	jvpbncfqx	jvpbncqx
n	lbznmvk	lbzmvk
r	zrtd	ztd
h	zhqlx	zqlx
f	fbw	bw
v	pdvwzhmcqbfg	pdwzhmcqbfg
b	bkcrtwjxv	kcrtwjxv
h	znhfvq	znfvq
c	npchxl	nphxl
w	vwrqsxjfdz	vrqsxjfdz
b	bdnpmjhk	dnpmjhk
v	bklvzgq	bklzgq
d	fksdb	fksb
s	hlsx	hlx
l	vkhtwjlz	vkhtwjz
r	wxnvrb	wxnvb
j	gwvmfpxjnhr	gwvmfpxnhr
n	qwgkbn	qwgkb
d	bdscnwj	bscnwj
q	hdtrsnfgvbjq	hdtrsnfgvbj
m	sbmjndwz	sbjndwz
c	scfz	sfz
p	bfztcp	bfztc
k	bmdfwk	bmdfw
z	gxwhzk	gxwhk
d	rtdkq	rtkq
j	jsxzrdtln	sxzrdtln
p	hlfzpbkr	hlfzbkr
h	zkxwhqcsfr	zkxwqcsfr
l	blgdzqnjfs	bgdzqnjfs
h	zhrw	zrw
r	hvrpjgw	hvpjgw
b	qnbst	qnst
f	xhnvdwft	xhnvdwt
r	hspkjrz	hspkjz
k	kqcjz	qcjz
t	txpb	xpb
h	scgbdkhr	scgbdkr
v	qvnzxlk	qnzxlk
j	jtdkhq	tdkhq
m	mtgrpjz	tgrpjz
n	nbspd	bspd
p	dkcfgtpsrx	dkcfgtsrx
h	blgfhvs	blgfvs
g	jphcg	jphc
r	tljbr	tljb
c	pczxs	pzxs
d	phgrvsd	phgrvs
m	hmjz	hjz
v	hznv	hzn
m	czxmp	czxp
j	jhtzwsrmlg	htzwsrmlg
w	tcwb	tcb
x	xbgnd	bgnd
v	drvcpzsqw	drcpzsqw
t	mwxqtj	mwxqj
w	vgzqwc	vgzqc
s	zksv	zkv
k	zvkdplqjc	zvdplqjc
l	rdlgjh	rdgjh
w	fshjwlx	fshjlx
l	lndsq	ndsq
k	cjrkl	cjrl
f	sdpfb	sdpb
m	hvdxsktwnrm	hvdxsktwnr
l	lxbwpvzq	xbwpvzq
k	rzkqhfpv	rzqhfpv
j	njtwlsg	ntwlsg
k	gvnskcdph	gvnscdph
v	jvmhnflxgp	jmhnflxgp
d	kxlmdp	kxlmp
h	chfbrk	cfbrk
k	gtknrw	gtnrw
m	bknfrmthv	bknfrthv
d	dhpwb	hpwb
s	bfrmnsxlg	bfrmnxlg
h	wshr	wsr
k	xzbgkt	xzbgt
w	fdwqng	fdqng
v	cghvw	cghw
z	vzskt	vskt
l	jhlmnsrqw	jhmnsrqw
t	kvtcqdmz	kvcqdmz
k	gsqhkj	gsqhj
w	zshwjlm	zshjlm
d	hgkd	hgk
l	tgpbwmlvqhcfs	tgpbwmvqhcfs
r	hljwzbmr	hljwzbm
r	pmrfcsx	pmfcsx
g	qwgdnfcjpkrtvzx	qwdnfcjpkrtvzx
x	qxmpz	qmpz
k	cltgkrw	cltgrw
b	jgxbh	jgxh
g	jxhtmfnzgc	jxhtmfnzc
l	rfgtcl	rfgtc
p	qnszmp	qnszm
f	wbnfzl	wbnzl
b	bgvqfpxl	gvqfpxl
h	xhqvtcsw	xqvtcsw
n	ctln	ctl
r	qkcrhb	qkchb
x	svgnx	svgn
j	fjtkwrb	ftkwrb
j	wzstjgx	wzstgx
j	jdqnkx	dqnkx
h	xfh	xf
x	rhpltxd	rhpltd
k	vjtkrbx	vjtrbx
d	fdn	fn
g	schgk	schk
k	jstgwfk	jstgwf
t	cdhgtfl	cdhgfl
d	bwnd	bwn
b	fqgxrb	fqgxr
f	tpfkl	tpkl
q	ptzbqdl	ptzbdl
g	cgljtmx	cljtmx
p	kbpmnqx	kbmnqx
m	xmjzcdp	xjzcdp
n	ngcqhs	gcqhs
h	hpcx	pcx
r	plrtbgm	pltbgm
q	dvqgkznjsbtwx	dvgkznjsbtwx
l	lvz	vz
m	wqdtjmblk	wqdtjblk
d	jdgrl	jgrl
n	sptxhn	sptxh
t	tdrhqf	drhqf
z	gkdz	gkd
c	tvgjxhcq	tvgjxhq
s	zkqxcngs	zkqxcng
v	fbqskvlw	fbqsklw
m	hqptfvml	hqptfvl
k	crlkn	crln
k	bplkmfth	bplmfth
h	thjsq	tjsq
t	mtdsf	mdsf
w	twjnxs	tjnxs
n	sxjgntrp	sxjgtrp
f	bfdxm	bdxm
p	sxczpwr	sxczwr
n	pjtdn	pjtd
p	glp	gl
n	npwqbsx	pwqbsx
c	nmctg	nmtg
r	brxzjhpqw	bxzjhpqw
b	mzgcqbtr	mzgcqtr
v	dpgzjtnv	dpgzjtn
d	rptxdz	rptxz
n	hmzpnc	hmzpc
c	wmfctkh	wmftkh
d	mqhwrdj	mqhwrj
q	gfbpdlktscvq	gfbpdlktscv
c	hcxswlfrn	hxswlfrn
m	zxgctmbv	zxgctbv
z	zjm	jm
k	qsvrngzmhjlfk	qsvrngzmhjlf
w	wrscfg	rscfg
d	xvwdgjh	xvwgjh
f	whflnqtgv	whlnqtgv
k	gtsdnpwrk	gtsdnpwr
b	fjdsmgbz	fjdsmgz
w	twzcbxjrhk	tzcbxjrhk
r	dhglpfjcr	dhglpfjc
k	clxpznkj	clxpznj
h	rfvnlh	rfvnl
j	jrwl	rwl
b	kqbjc	kqjc
l	rmvlt	rmvt
p	pwrzvdtcg	wrzvdtcg
v	pcjqvxk	pcjqxk
t	vcgtklmwzr	vcgklmwzr
r	qlrbmd	qlbmd
n	qznmgvspjf	qzmgvspjf
z	xvfzw	xvfw
f	gfjc	gjc
q	lpcvgqfd	lpcvgfd
h	trdzkh	trdzk
x	xkcfht	kcfht
f	ncfrp	ncrp
p	nvgrmpt	nvgrmt
k	kjpw	jpw
m	wmgtrs	wgtrs
b	vbjmlrxf	vjmlrxf
q	qclpm	clpm
j	cmjdvslrqb	cmdvslrqb
q	ndvjmcwzqh	ndvjmcwzh
m	kmlf	klf
x	knsvxtbg	knsvtbg
n	rdnplst	rdplst
w	lmwbdg	lmbdg
z	lrbz	lrb
w	lptnw	lptn
n	dmjwnpc	dmjwpc
p	wgvpj	wgvj
g	rldgzcj	rldzcj
c	zrlxwsnmqgtbc	zrlxwsnmqgtb
h	hlwzsbk	lwzsbk
p	fmdjhpvrb	fmdjhvrb
v	dnrv	dnr
m	stxzgmjd	stxzgjd
r	hxbcwvrkq	hxbcwvkq
m	rlsmtgf	rlstgf
m	mkrltnpgs	krltnpgs
t	stnph	snph
q	ncfvsqmplh	ncfvsmplh
k	xnrvkwg	xnrvwg
r	dxbr	dxb
b	qvgbln	qvgln
g	gfzvnkm	fzvnkm
v	wpsnfrvq	wpsnfrq
x	whgxjps	whgjps
j	jbsfx	bsfx
m	skzpm	skzp
b	gpbknt	gpknt
f	grqzjfnl	grqzjnl
x	vgxwcm	vgwcm
x	tgxpq	tgpq
q	gsmqlb	gsmlb
f	fwpdmvksn	wpdmvksn
m	dkmzrwlp	dkzrwlp
x	xdsqn	dsqn
f	pqfgzdcb	pqgzdcb
t	ptwhx	pwhx
s	hskl	hkl
g	twgrdc	twrdc
d	kdqj	kqj
v	fwnjkpmvt	fwnjkpmt
f	hjkqvf	hjkqv
j	dfxhzjqb	dfxhzqb
m	xcmkblhtgd	xckblhtgd
r	rwqpd	wqpd
d	pdw	pw
k	kbwh	bwh
b	bdkg	dkg
n	rptnmsdq	rptmsdq
d	mdhswxl	mhswxl
d	qlcndg	qlcng
d	gdvqm	gvqm
p	psngrq	sngrq
m	lnzcwmsphvrqj	lnzcwsphvrqj
r	gqhdrwj	gqhdwj
g	qdgvz	qdvz
z	zbxs	bxs
c	ptxfchr	ptxfhr
w	ztxrwn	ztxrn
n	vzldnhpcm	vzldhpcm
r	fbrsm	fbsm
f	lgfkhnz	lgkhnz
j	djhsmbqr	dhsmbqr
l	jdlkwbn	jdkwbn
x	bktxwqfn	bktwqfn
f	lktsnzfmdcg	lktsnzmdcg
j	pnstjz	pnstz
q	gzfpq	gzfp
r	frksvqz	fksvqz
n	dkfznjl	dkfzjl
v	rwvj	rwj
j	zxjrbwhm	zxrbwhm
c	hvkcgrfzp	hvkgrfzp
j	tjncwbh	tncwbh
m	mlhpn	lhpn
p	bpzcw	bzcw
r	bwnsrxv	bwnsxv
t	tsvgk	svgk
s	gkhntclfs	gkhntclf
w	cwhf	chf
v	jwkzlqbv	jwkzlqb
t	kbmgtq	kbmgq
q	pscfqj	pscfj
l	hwplm	hwpm
g	vfqgdhpxtkbsn	vfqdhpxtkbsn
z	qjhfczdk	qjhfcdk
w	vpwk	vpk
j	njkcbh	nkcbh
q	xqfgt	xfgt
h	jwfrnvkdbmh	jwfrnvkdbm
k	rgtnkdw	rgtndw
v	vbtgwh	btgwh
g	hzg	hz
p	kszgpjvqd	kszgjvqd
h	vht	vt
v	wfgvqcpkn	wfgqcpkn
k	ktzd	tzd
b	ckbswgdhj	ckswgdhj
z	zpjdq	pjdq
f	fnj	nj
g	gldzfwv	ldzfwv
r	vmwkfrj	vmwkfj
j	jmt	mt
q	zgqcls	zgcls
b	dkmhb	dkmh
h	shjf	sjf
s	qfvmnxls	qfvmnxl
m	cgsmwq	cgswq
r	rkbm	kbm
b	kqcwvjfpxlbds	kqcwvjfpxlds
l	tpxbl	tpxb
m	dbtm	dbt
l	pqfl	pqf
v	xzsqjcrdv	xzsqjcrd
x	nvxmd	nvmd
d	wtpclsbd	wtpclsb
c	xglcdtp	xgldtp
p	pwm	wm
g	jksxnglqmf	jksxnlqmf
d	zsbldqg	zsblqg
w	rkphwxg	rkphxg
n	ktjxpqln	ktjxpql
f	bmfkq	bmkq
d	mdpw	mpw
s	rjnmsw	rjnmw
s	mhvzbptcdgs	mhvzbptcdg
x	xbnf	bnf
k	kxfz	xfz
s	snqfkjzv	nqfkjzv
z	jgshztkbpm	jgshtkbpm
f	xmtfj	xmtj
k	xcpmlvk	xcpmlv
z	frgzcjp	frgcjp
x	bxtwg	btwg
f	tmfp	tmp
h	wgmrh	wgmr
g	khgm	khm
w	wrjsnkcf	rjsnkcf
q	jlqncw	jlncw
w	pbdwzk	pbdzk
f	dftzrhg	dtzrhg
c	hwcrn	hwrn
n	hznwdbx	hzwdbx
t	stk	sk
w	xlwvftb	xlvftb
w	dwtfrvhb	dtfrvhb
d	gmd	gm
x	bxqdvhf	bqdvhf
h	crlkfh	crlkf
q	dvlgjwbq	dvlgjwb
m	qwxfcmhz	qwxfchz
g	wgztbcx	wztbcx
g	gdkpwn	dkpwn
z	xzjrwpqm	xjrwpqm
g	zstgvf	zstvf
s	pmsf	pmf
p	cpgbzf	cgbzf
n	vnbks	vbks
s	bntzprs	bntzpr
b	hxpdrjcfqlb	hxpdrjcfql
j	kdcbsfjh	kdcbsfh
l	lmdtps	mdtps
l	psrdkczbqlfw	psrdkczbqfw
x	wzqxtc	wzqtc
w	rwcdps	rcdps
l	ksl	ks
m	xmw	xw
k	rvknlsf	rvnlsf
c	qcxdl	qxdl
x	gbkrzxdw	gbkrzdw
x	gwmkhjqxrvnfdp	gwmkhjqrvnfdp
z	qgzkhj	qgkhj
q	ckxqgfpzmwb	ckxgfpzmwb
n	vmtcn	vmtc
z	fmtpzs	fmtps
n	nshp	shp
b	wbkr	wkr
x	wpbqzx	wpbqz
g	cmwslhgvqbr	cmwslhvqbr
s	xsmkf	xmkf
k	rkxpq	rxpq
j	xlzfdnkjh	xlzfdnkh
f	lfnkqvxhmd	lnkqvxhmd
b	wbfzcgmj	wfzcgmj
k	psbkc	psbc
f	trfx	trx
m	dqmkjtgflwc	dqkjtgflwc
z	ncdtzjxwp	ncdtjxwp
p	qdfvcsprjm	qdfvcsrjm
j	jtswfx	tswfx
x	skbplfwznx	skbplfwzn
b	fzcqbw	fzcqw
g	gpmw	pmw
l	gspcmbwltd	gspcmbwtd
k	kxhpzcrnmwq	xhpzcrnmwq
d	tgnrd	tgnr
n	mhnbxc	mhbxc
l	clgndz	cgndz
q	dnvjzwpsrqx	dnvjzwpsrx
p	pfkh	fkh
v	wqvbmnrpd	wqbmnrpd
f	gqfkz	gqkz
r	rqzv	qzv
f	qxwgmcfpr	qxwgmcpr
m	msdh	sdh
s	sjdnb	jdnb
p	pdwv	dwv
s	mrxfsg	mrxfg
r	sxlkhrndjg	sxlkhndjg
m	cgnmt	cgnt
t	blrhjctqk	blrhjcqk
t	xbdgwt	xbdgw
t	znkt	znk
p	qncp	qnc
w	wqrtvkl	qrtvkl
w	srcwh	srch
t	xlpgwbtzfcj	xlpgwbzfcj
n	pwlnrg	pwlrg
s	whrnksflxt	whrnkflxt
d	xwdzcblgnh	xwzcblgnh
r	mjsrkzb	mjskzb
w	plgfwdvz	plgfdvz
m	hmzfsw	hzfsw
b	blnmjgp	lnmjgp
p	bdclpv	bdclv
c	fptnzqhc	fptnzqh
c	cdwm	dwm
g	pgbns	pbns
t	jhldt	jhld
b	rbqhzwmnsdxk	rqhzwmnsdxk
p	pbmqcw	bmqcw
r	wnrt	wnt
c	fcszl	fszl
s	fwspr	fwpr
v	wsmtnhvg	wsmtnhg
g	vsnqxg	vsnqx
q	brhtzqspf	brhtzspf
g	txqfgck	txqfck
c	wjdxvcz	wjdxvz
c	qvtdmcn	qvtdmn
f	gftxzlwc	gtxzlwc
l	chrjtl	chrjt
w	wtk	tk
s	wvxfscl	wvxfcl
d	kjmlsbd	kjmlsb
x	ncbjdtqxzvw	ncbjdtqzvw
l	ktxlpvrhd	ktxpvrhd
m	scmw	scw
n	mbpkxn	mbpkx
v	wptjvq	wptjq
z	zlpjrd	lpjrd
x	xlzthwsr	lzthwsr
h	hqxpvlf	qxpvlf
k	vmhkqb	vmhqb
c	cmdtsqf	mdtsqf
k	kxbnrts	xbnrts
n	kfmxpdvrn	kfmxpdvr
s	qcptxvks	qcptxvk
x	kndxwbc	kndwbc
c	gqvtcjxszdmr	gqvtjxszdmr
b	xbkjnw	xkjnw
g	rgmxpqs	rmxpqs
d	dmjpzwbv	mjpzwbv
l	cltj	ctj
m	zlmd	zld
c	sdcmjt	sdmjt
t	zxptjgn	zxpjgn
c	dzlbxfhcq	dzlbxfhq
d	qcwrd	qcwr
p	zsrcpm	zsrcm
g	jgn	jn
p	tvsqpcgx	tvsqcgx
f	xrkqbf	xrkqb
c	npbcvhz	npbvhz
j	rwjtqfzsk	rwtqfzsk
q	wzqndvlx	wzndvlx
j	hjmcvsz	hmcvsz
j	ngljpqvdwfk	nglpqvdwfk
b	pgxnbsl	pgxnsl
l	twqvmclrhj	twqvmcrhj
p	xmwp	xmw
l	flpjkbx	fpjkbx
n	bnfq	bfq
s	jzqtsmvr	jzqtmvr
p	pjrbh	jrbh
d	jpdmbw	jpmbw
v	vjskxtf	jskxtf
f	bqlfjs	bqljs
p	pqm	qm
j	ktcsdj	ktcsd
d	wfjbslzcvgdph	wfjbslzcvgph
p	dfhlpzvct	dfhlzvct
s	xfgs	xfg
m	pbgtzmxr	pbgtzxr
m	nqjphmsr	nqjphsr
m	spjmrfzv	spjrfzv
g	fbsgkqjd	fbskqjd
j	cndwj	cndw
m	nbgthrklqcmpxv	nbgthrklqcpxv
z	jzwlbchfs	jwlbchfs
d	jztlgdqwfs	jztlgqwfs
l	zlvtx	zvtx
v	knvhtq	knhtq
p	kzwdpjtbgvl	kzwdjtbgvl
v	hpxvrglmq	hpxrglmq
n	sbndp	sbdp
q	zmsvnpqdb	zmsvnpdb
k	gsk	gs
t	xlhjqwt	xlhjqw
q	wpbdfqx	wpbdfx
b	qbzg	qzg
h	jxhpl	jxpl
n	gmsknzbrx	gmskzbrx
g	pgsmdzt	psmdzt
v	xdsnlpv	xdsnlp
z	zqknc	qknc
t	ljnztf	ljnzf
p	bpmk	bmk
x	nlkxdwqm	nlkdwqm
b	xbd	xd
p	nslpkwdv	nslkwdv
r	rtkgjqm	tkgjqm
n	nrmkq	rmkq
c	srcgqfp	srgqfp
t	htfprlgzxjcvd	hfprlgzxjcvd
f	fncqk	ncqk
n	hmnrgqx	hmrgqx
z	fzjdtbp	fjdtbp
p	gjbzkpfv	gjbzkfv
z	gxzm	gxm
w	fcwm	fcm
s	swc	wc
f	lmqhf	lmqh
t	ztqp	zqp
k	mvcklsxt	mvclsxt
w	lsdkwb	lsdkb
l	tbqljgmd	tbqjgmd
c	vqgcjb	vqgjb
h	rgnhm	rgnm
k	rstvdk	rstvd
x	tczmkjlbx	tczmkjlb
v	vrmc	rmc
c	btqscln	btqsln
t	gqnjtw	gqnjw
t	mtpbkf	mpbkf
t	khbvwtgq	khbvwgq
b	hcbgzfxw	hcgzfxw
f	xfsc	xsc
g	srmtkpgh	srmtkph
w	gmwbcxfl	gmbcxfl
l	xblrq	xbrq
b	ktvbwjf	ktvwjf
m	kdmrbnz	kdrbnz
q	qvdwmz	vdwmz
x	mnx	mn
f	psmfgqrvh	psmgqrvh
h	wbjdhkgvztr	wbjdkgvztr
x	lqwx	lqw
x	tdnhxsfl	tdnhsfl
z	gqkdbzjfxch	gqkdbjfxch
f	gfxjwbdvp	gxjwbdvp
c	tkbcdgvxn	tkbdgvxn
s	cjdgpwbsn	cjdgpwbn
b	csdngjhqzbtp	csdngjhqztp
r	znqxpwtgcfbrjk	znqxpwtgcfbjk
f	khdzcqfvs	khdzcqvs
r	drgl	dgl
c	bzrwmcdl	bzrwmdl
x	mzfntx	mzfnt
g	zgmsvq	zmsvq
w	krqswpjhfv	krqspjhfv
c	ktscj	ktsj
g	kqgcwvmdz	kqcwvmdz
t	zwvkbdptgx	zwvkbdpgx
s	jhncvgtxrs	jhncvgtxr
v	hvstgrwd	hstgrwd
x	pbfrxszjl	pbfrszjl
p	pxr	xr
m	pkmw	pkw
t	mrjglbnt	mrjglbn
f	wbfjxnvc	wbjxnvc
n	trvclwnzf	trvclwzf
c	zhjmcxsvr	zhjmxsvr
m	vqjmzwx	vqjzwx
j	gdzcbj	gdzcb
g	gqck	qck
h	nhj	nj
g	gfzw	fzw
h	cbh	cb
d	cdfnm	cfnm
t	rflkstp	rflksp
c	vdc	vd
l	dpwzvflxg	dpwzvfxg
t	fwqzvmbtp	fwqzvmbp
k	jlbk	jlb
v	pzcvsq	pzcsq
c	gkchf	gkhf
g	pgjcsm	pjcsm
c	flcrzxhpd	flrzxhpd
k	dvnkl	dvnl
t	phjnmt	phjnm
g	jgvzrtdwfl	jvzrtdwfl
c	zfkc	zfk
z	zvw	vw
n	mfsvzn	mfsvz
m	hmzv	hzv
w	rtcwhz	rtchz
b	cdqbnsl	cdqnsl
g	qgrdmxtn	qrdmxtn
m	gzmjplc	gzjplc
n	dxqznmfrc	dxqzmfrc
m	mjtfndbvr	jtfndbvr
n	bqxphdnrcl	bqxphdrcl
z	szmhxfd	smhxfd
w	msjrvbcgwq	msjrvbcgq
j	czsjmhtwlg	czsmhtwlg
d	dmzkntrw	mzkntrw
q	qsbkrvcgn	sbkrvcgn
x	zxkmdh	zkmdh
c	cdq	dq
w	cwsj	csj
x	gdvwzrnxf	gdvwzrnf
l	dlcvfjz	dcvfjz
z	tnvfljz	tnvflj
x	slgxh	slgh
d	wdbg	wbg
z	jwlpmkhbzfgsq	jwlpmkhbfgsq
z	zcwxkl	cwxkl
v	vjwnlkg	jwnlkg
r	lsmzqrw	lsmzqw
g	qgl	ql
t	jkctdr	jkcdr
b	xpjhbg	xpjhg
m	dmpswnqhkz	dpswnqhkz
l	zpnmcghxlqd	zpnmcghxqd
p	czbpd	czbd
m	mjksvlgzq	jksvlgzq
t	zgpvtbl	zgpvbl
j	xbntpclj	xbntpcl
r	rcxqwjmkzg	cxqwjmkzg
c	zcwsnt	zwsnt
q	gvqfdmrlc	gvfdmrlc
s	ksfxmn	kfxmn
t	ncprmtlfjzw	ncprmlfjzw
n	nwvjfqz	wvjfqz
l	rplbcgsmx	rpbcgsmx
r	nxrjfzgchvd	nxjfzgchvd
l	lpcfs	pcfs
q	gwqm	gwm
f	kwczdfs	kwczds
l	cthdml	cthdm
g	hdlksfg	hdlksf
z	jqlcwgzkht	jqlcwgkht
p	pnzlks	nzlks
x	fcndwxzpl	fcndwzpl
b	qskrdgmb	qskrdgm
m	qsbncrmt	qsbncrt
x	ndxhft	ndhft
d	rfxcvwd	rfxcvw
z	hzmdsf	hmdsf
k	khql	hql
l	flvwb	fvwb
z	zbnhxqcv	bnhxqcv
g	dkgl	dkl
n	xgnpt	xgpt
n	nmhrxf	mhrxf
j	plvjnf	plvnf
n	bhnzp	bhzp
s	knpvzdxqfwtcs	knpvzdxqfwtc
f	snlbfrktzg	snlbrktzg
c	qzc	qz
s	hpxtlscr	hpxtlcr
n	dfltjnpcb	dfltjpcb
b	zdwbrxmq	zdwrxmq
f	nzhf	nzh
n	dnpmkz	dpmkz
c	hkvtrcwgs	hkvtrwgs
r	rqpwbmlcd	qpwbmlcd
m	wblsm	wbls
m	rhbwmlv	rhbwlv
q	qkm	km
r	djlbrxg	djlbxg
b	qldbkg	qldkg
z	zdvp	dvp
v	gkvmlpq	gkmlpq
v	dzv	dz
n	vhjwnpbc	vhjwpbc
k	mnjkw	mnjw
k	kvt	vt
m	rsfhtgm	rsfhtg
g	cbrhgkzmv	cbrhkzmv
j	ngflj	ngfl
c	vjlcmqzbhrkd	vjlmqzbhrkd
v	brcvld	brcld
r	kdlfmtzrgqxs	kdlfmtzgqxs
m	fwm	fw
m	qmnz	qnz
p	pqcvrl	qcvrl
w	lpw	lp
t	wqdxkmt	wqdxkm
g	jthzqg	jthzq
q	xcjlbwqn	xcjlbwn
g	bmczdxkfg	bmczdxkf
d	tcjd	tcj
m	gkmzdxvbw	gkzdxvbw
h	nghsrftpd	ngsrftpd
m	mznrjvbs	znrjvbs
r	htrgl	htgl
v	jmdxvc	jmdxc
h	stnhklmjp	stnklmjp
x	pslrmvgx	pslrmvg
r	vxdmgpr	vxdmgp
d	tkdlxp	tklxp
c	dltcbf	dltbf
s	fsrdh	frdh
f	cnrmfs	cnrms
p	ndvwpb	ndvwb
c	zvjcqnlhk	zvjqnlhk
w	clwrmg	clrmg
l	bcrhglkpw	bcrhgkpw
m	hbm	hb
x	xwrpglm	wrpglm
k	hkvpw	hvpw
l	jtwnmlh	jtwnmh
s	sbnw	bnw
w	ptwdvgq	ptdvgq
g	krgjsl	krjsl
x	gnx	gn
x	vzswxthck	vzswthck
z	lxwqbgmzv	lxwqbgmv
h	mlh	ml
x	tbgxpqrj	tbgpqrj
p	wpqv	wqv
g	vkbg	vkb
w	fgclrw	fgclr
d	mqkhnxdf	mqkhnxf
p	lcgprw	lcgrw
n	ndkp	dkp
w	nwvj	nvj
p	fqskpn	fqskn
l	xdlhbtncm	xdhbtncm
v	wlgndv	wlgnd
z	jzlrk	jlrk
b	dqkjvbw	dqkjvw
s	ljvhscbn	ljvhcbn
j	wzxljqd	wzxlqd
x	zkgx	zkg
j	cwvjzdlfn	cwvzdlfn
l	pgdnqlh	pgdnqh
z	xnwchrjpz	xnwchrjp
s	rmpstjln	rmptjln
g	whgkmnp	whkmnp
s	gskfw	gkfw
p	qlp	ql
p	mpk	mk
n	xnpqflrt	xpqflrt
r	bvtsmr	bvtsm
d	rwndpjsbvm	rwnpjsbvm
r	rxfbmvd	xfbmvd
t	wgmsct	wgmsc
r	vgxsjbkrdc	vgxsjbkdc
j	jnctvqfl	nctvqfl
m	rxlmnk	rxlnk
v	gkfvtp	gkftp
s	dsbrlnkh	dbrlnkh
j	pjzrmcqbx	pzrmcqbx
z	cxzbjghrf	cxbjghrf
w	dzbjw	dzbj
f	fcv	cv
d	lvgcfpwdzq	lvgcfpwzq
l	lsjh	sjh
g	ltgz	ltz
d	cdl	cl
p	phxvkr	hxvkr
j	plrbjczxw	plrbczxw
l	nflbgh	nfbgh
d	btcdml	btcml
s	tsp	tp
s	sthgfd	thgfd
z	zxshbl	xshbl
p	gpvbx	gvbx
z	zlm	lm
j	rxzj	rxz
n	nxfwcd	xfwcd
q	czhq	czh
c	qsltwkdrgbvc	qsltwkdrgbv
g	zfwgmkx	zfwmkx
x	mthjx	mthj
w	zgvrmbwn	zgvrmbn
x	jkxd	jkd
h	lthq	ltq
n	tgnz	tgz
x	hqpkbxcs	hqpkbcs
r	zhpcrsx	zhpcsx
