input1	input2	input3	label
n	b	vtnxlp	vtbxlp
j	a	kjtl	katl
x	r	ptxhdf	ptrhdf
n	z	phjnzdm	phjzzdm
n	r	nczkmqw	rczkmqw
n	z	nhqtxg	zhqtxg
c	u	wbvsphc	wbvsphu
h	m	tgnbhp	tgnbmp
q	h	qfzhlwjxtk	hfzhlwjxtk
v	u	rvnck	runck
m	u	gmks	guks
r	b	dkzmhnfjxr	dkzmhnfjxb
x	e	xbpk	ebpk
c	v	cxlv	vxlv
q	x	qlgjmvczbnw	xlgjmvczbnw
p	k	ljhpbnrv	ljhkbnrv
f	u	qvwctrkfj	qvwctrkuj
z	n	crsztbqn	crsntbqn
h	u	fjcxkhr	fjcxkur
s	m	swpgqd	mwpgqd
g	k	rglhds	rklhds
z	t	wzvpdkxhtj	wtvpdkxhtj
v	i	dnvxlf	dnixlf
f	v	vkwfrpsgb	vkwvrpsgb
h	c	gtjbzfphcr	gtjbzfpccr
t	c	cmtwx	cmcwx
j	m	tkrwpjmn	tkrwpmmn
s	t	gbhspkd	gbhtpkd
l	n	xrpmcbljz	xrpmcbnjz
x	w	kxgc	kwgc
r	b	tlbvmxnwrzh	tlbvmxnwbzh
s	t	gsnx	gtnx
z	s	bmrlqsvdgfhzp	bmrlqsvdgfhsp
p	a	fzbkldp	fzbklda
s	h	rsmgpf	rhmgpf
m	m	dkrvpwxbmq	dkrvpwxbmq
l	t	gwpfl	gwpft
k	k	pxk	pxk
l	g	rfxcntbl	rfxcntbg
g	o	kcdxbrvgn	kcdxbrvon
m	j	qkvmdlf	qkvjdlf
b	o	jhpvbcx	jhpvocx
f	k	kbvzhfpnt	kbvzhkpnt
n	a	prtdqhxnwl	prtdqhxawl
g	z	mknwlcbgv	mknwlcbzv
s	x	sql	xql
z	z	vzdgc	vzdgc
w	i	znwvpgb	znivpgb
l	v	hqjflktb	hqjfvktb
c	p	rcntzqd	rpntzqd
q	w	czq	czw
w	x	mwkn	mxkn
t	d	wvdt	wvdd
j	b	hkdngrtjxvlf	hkdngrtbxvlf
r	m	hvtqrps	hvtqmps
b	r	cbxfzr	crxfzr
w	z	mpw	mpz
l	w	tzdkglnv	tzdkgwnv
n	v	nhd	vhd
b	k	hbcgv	hkcgv
c	a	tcqpkwrs	taqpkwrs
m	x	djcmb	djcxb
p	x	pdgcwq	xdgcwq
c	s	ckdq	skdq
w	q	kzwr	kzqr
k	a	kmfjrq	amfjrq
d	q	ckfd	ckfq
s	s	fkdjqmpwts	fkdjqmpwts
s	p	thds	thdp
r	i	vrkslb	vikslb
k	s	whnxmpkc	whnxmpsc
w	p	qkw	qkp
g	m	cqgw	cqmw
c	a	lfdcthq	lfdathq
s	x	rgkmsfz	rgkmxfz
q	m	wxqmtzdhcj	wxmmtzdhcj
n	t	pqkmjnvs	pqkmjtvs
c	e	vwmbfcp	vwmbfep
l	m	hqsl	hqsm
d	h	vdlwhrsmtzjx	vhlwhrsmtzjx
t	h	lgkwmtf	lgkwmhf
k	h	pxmzk	pxmzh
p	h	xsmwhpcl	xsmwhhcl
d	r	zcdlq	zcrlq
t	v	vjt	vjv
l	v	mvl	mvv
m	i	gpvwzxdjm	gpvwzxdji
b	y	jrdbf	jrdyf
k	p	kctxsgpq	pctxsgpq
m	r	mtzrds	rtzrds
x	v	vxmkw	vvmkw
l	u	znklsc	znkusc
c	a	gvc	gva
v	n	frnspvgh	frnspngh
w	d	hxswrqvb	hxsdrqvb
g	v	nkljxbpwgf	nkljxbpwvf
g	h	bwgs	bwhs
h	n	lpkdjshtvf	lpkdjsntvf
k	g	lgwdmkhctzfsr	lgwdmghctzfsr
c	d	ztlmcwps	ztlmdwps
f	p	hcrtf	hcrtp
h	q	gnmdxhv	gnmdxqv
d	q	dvfxpn	qvfxpn
w	v	wsnfg	vsnfg
z	a	lmbgzv	lmbgav
d	e	wjd	wje
p	z	vsjctpg	vsjctzg
x	s	dhzxlqr	dhzslqr
l	x	mltzg	mxtzg
m	l	dpxmtqbsj	dpxltqbsj
v	u	mlzpqrv	mlzpqru
v	j	bfsvljc	bfsjljc
w	f	wqvts	fqvts
j	w	bnflgqj	bnflgqw
f	j	kfdcbshvm	kjdcbshvm
j	v	gtkdsrpjn	gtkdsrpvn
v	j	vpqt	jpqt
k	x	xtkp	xtxp
k	h	knbgs	hnbgs
m	p	sqkrm	sqkrp
q	t	cqswrm	ctswrm
g	z	mwrvqcgjdl	mwrvqczjdl
x	n	ftx	ftn
l	z	rdhvmcl	rdhvmcz
r	x	crhtvfq	cxhtvfq
s	h	xdslqgt	xdhlqgt
v	f	vgpxcqfl	fgpxcqfl
j	o	kjgpsbvc	kogpsbvc
g	k	dkwfg	dkwfk
l	l	wlzqmbt	wlzqmbt
b	b	fzjqbcrmhn	fzjqbcrmhn
h	l	cnhbvmp	cnlbvmp
p	z	xdwph	xdwzh
j	y	cjpk	cypk
x	p	cwxp	cwpp
v	w	hvjrlqfw	hwjrlqfw
j	j	dbjxpzchsv	dbjxpzchsv
l	f	bnklpd	bnkfpd
d	n	jdzm	jnzm
t	o	vtxjkspd	voxjkspd
l	h	tzlqkr	tzhqkr
s	w	scgp	wcgp
p	s	lhbrmp	lhbrms
x	a	kcqgtxb	kcqgtab
b	s	mwfzjdb	mwfzjds
r	k	srl	skl
c	g	jcrlznbgm	jgrlznbgm
d	r	mdksvq	mrksvq
q	r	nsbvlrdq	nsbvlrdr
d	i	scd	sci
c	l	cmbpx	lmbpx
z	v	jkz	jkv
r	w	nwpdztrvk	nwpdztwvk
b	m	bmsctq	mmsctq
j	z	gzcdjrl	gzcdzrl
f	i	ndlfjz	ndlijz
h	l	lnkpxhgwd	lnkpxlgwd
s	y	jwrs	jwry
s	j	kdwxshb	kdwxjhb
j	j	dzqjx	dzqjx
w	g	xnlrqktw	xnlrqktg
t	t	tghwsxm	tghwsxm
p	z	tplfq	tzlfq
b	k	nbxfgmr	nkxfgmr
j	r	gkswjlz	gkswrlz
w	o	fvjwcndtp	fvjocndtp
l	l	plmhgn	plmhgn
n	x	qfgcpdnw	qfgcpdxw
w	o	vwct	voct
f	l	cgfrzkjv	cglrzkjv
z	k	lzgd	lkgd
z	f	qxrz	qxrf
p	s	xgmjcqlp	xgmjcqls
s	l	rsdwphc	rldwphc
h	s	zhfgcnmbp	zsfgcnmbp
v	a	bpwgnczljfv	bpwgnczljfa
w	w	wztj	wztj
x	u	ljrmtdfxq	ljrmtdfuq
v	v	gdlsvt	gdlsvt
p	d	jzcpm	jzcdm
q	p	gjhq	gjhp
v	q	kjvgfbd	kjqgfbd
p	x	sfvzplxh	sfvzxlxh
j	x	nmlvhskcgjr	nmlvhskcgxr
l	t	lgxzcrbs	tgxzcrbs
f	i	qzf	qzi
m	p	fqvms	fqvps
t	d	snwtl	snwdl
j	g	xdjrcqh	xdgrcqh
s	n	blrmgfspj	blrmgfnpj
h	x	tphcw	tpxcw
q	o	dmhcbxglqk	dmhcbxglok
l	g	rwlgknsz	rwggknsz
j	b	gxsjknl	gxsbknl
f	b	brnfzh	brnbzh
w	d	xbpdfnw	xbpdfnd
s	l	xvnbchswt	xvnbchlwt
j	g	dtmfgj	dtmfgg
n	k	zhmqndgfxk	zhmqkdgfxk
k	q	dknb	dqnb
z	u	gzdpnbl	gudpnbl
x	w	mgxbsqr	mgwbsqr
x	v	jmbsvpcx	jmbsvpcv
w	s	sfvbmlw	sfvbmls
z	y	gnwvscz	gnwvscy
m	k	rmsqw	rksqw
g	a	xtghbznjk	xtahbznjk
f	x	wzrxdf	wzrxdx
b	x	rznqb	rznqx
j	i	trnjkhxpwmbcgs	trnikhxpwmbcgs
g	b	gczvrdb	bczvrdb
q	h	zsgqp	zsghp
f	a	sfwbmvk	sawbmvk
s	f	wtxls	wtxlf
k	b	krvzf	brvzf
h	v	lxhrk	lxvrk
g	g	zrtjg	zrtjg
g	r	gpjxzr	rpjxzr
s	m	vfbls	vfblm
g	c	gkstdnf	ckstdnf
v	x	tvl	txl
h	l	hjmqxrp	ljmqxrp
s	h	nmsrvdpt	nmhrvdpt
l	l	khtcmpnl	khtcmpnl
w	z	bqwhg	bqzhg
n	n	sqtznm	sqtznm
l	h	lmtfqncp	hmtfqncp
z	k	zgwcm	kgwcm
q	i	nhpdbvrqm	nhpdbvrim
r	n	zcwrnt	zcwnnt
n	w	skzwxcnlv	skzwxcwlv
m	z	dwjmhfsvt	dwjzhfsvt
s	b	xgpvsb	xgpvbb
x	z	nctxl	nctzl
m	z	wtxpmzfr	wtxpzzfr
b	x	bxzp	xxzp
m	a	fmklwzghd	faklwzghd
x	w	xqdfb	wqdfb
x	q	dxjthfrwqcz	dqjthfrwqcz
s	n	bfvqs	bfvqn
h	y	qrwvjlh	qrwvjly
m	u	gkfmczd	gkfuczd
c	m	xscqngdz	xsmqngdz
r	w	pvwmhrgjnk	pvwmhwgjnk
d	o	bkdv	bkov
n	u	hpdsn	hpdsu
v	d	gjksvzm	gjksdzm
g	h	fkjgqtrm	fkjhqtrm
p	v	tph	tvh
s	p	snmg	pnmg
s	f	hnkxcszgmw	hnkxcfzgmw
g	i	lhksrdcxpzgjq	lhksrdcxpzijq
h	h	hkvp	hkvp
s	i	rgnszbfv	rgnizbfv
k	y	lndtkqpcjxvsf	lndtyqpcjxvsf
b	g	bjrcpl	gjrcpl
g	m	rlcgjtfvp	rlcmjtfvp
h	q	tschnxf	tscqnxf
c	y	qcgl	qygl
p	w	ndpkq	ndwkq
d	y	jdh	jyh
b	s	zxsqwcbgrkfh	zxsqwcsgrkfh
c	z	xgzklqnch	xgzklqnzh
l	c	fhljdp	fhcjdp
j	z	srcjbt	srczbt
g	p	mdcrzwgvxq	mdcrzwpvxq
q	f	brtqzcmh	brtfzcmh
z	x	tcbgzsj	tcbgxsj
s	u	gszbw	guzbw
x	q	wxkm	wqkm
v	g	thvcbxdw	thgcbxdw
j	s	nvrjwk	nvrswk
p	q	mxzsptjhqlf	mxzsqtjhqlf
n	u	ntxlcm	utxlcm
k	t	gkzpvtr	gtzpvtr
f	t	cfjxkrlshbmw	ctjxkrlshbmw
j	v	jlrfcztb	vlrfcztb
s	s	nlms	nlms
t	j	dntbcr	dnjbcr
d	d	wdhzbv	wdhzbv
v	w	pmvrwk	pmwrwk
k	e	drklb	drelb
k	m	rcwzfnvdk	rcwzfnvdm
c	o	bztdjrcg	bztdjrog
m	o	krhwtnmvqg	krhwtnovqg
j	n	zvqjbnxsmf	zvqnbnxsmf
s	x	lbhs	lbhx
h	c	kcqfhpx	kcqfcpx
j	g	zjlvp	zglvp
v	e	jvzqsgmb	jezqsgmb
g	l	dtmgnpq	dtmlnpq
g	k	xsgnp	xsknp
q	p	mbnq	mbnp
n	c	vhfpqbxn	vhfpqbxc
h	t	pdbqhgj	pdbqtgj
l	t	wvfljz	wvftjz
b	k	xjfvhbk	xjfvhkk
k	k	kdcgn	kdcgn
g	g	gzrhckqbsf	gzrhckqbsf
r	m	pnlsgrw	pnlsgmw
j	m	zsxmj	zsxmm
c	w	xpcrq	xpwrq
s	x	fvcxs	fvcxx
f	f	wpkqfrb	wpkqfrb
k	t	pdkf	pdtf
c	t	bclq	btlq
d	g	zxdqw	zxgqw
t	m	wjtkglqzxn	wjmkglqzxn
m	n	dmst	dnst
k	j	ldkwp	ldjwp
g	o	rqwzcdtgb	rqwzcdtob
q	x	rgqwtn	rgxwtn
w	q	lwxpfk	lqxpfk
s	q	cshm	cqhm
b	s	cdbzgjnls	cdszgjnls
j	r	xjwlkf	xrwlkf
x	v	hbvqxtg	hbvqvtg
t	g	lzthb	lzghb
t	x	flxtp	flxxp
z	k	zqmkc	kqmkc
n	z	fctdhsqwnrp	fctdhsqwzrp
h	c	gfkxpsch	gfkxpscc
p	l	shdpzkxb	shdlzkxb
q	u	tqdgzsk	tudgzsk
l	d	lszvcdrhb	dszvcdrhb
m	z	zwtpqjkldm	zwtpqjkldz
k	t	rmkqbv	rmtqbv
w	e	svwrtb	svertb
h	d	klthsf	kltdsf
f	m	vskxfcgnl	vskxmcgnl
q	w	sxkzq	sxkzw
k	m	kcxdfzhqr	mcxdfzhqr
r	l	lszr	lszl
v	e	bvcjlq	becjlq
x	q	rlfxhq	rlfqhq
q	z	qbjnt	zbjnt
b	a	wbknf	waknf
n	h	dbkcmvwnf	dbkcmvwhf
r	s	wkrmtvsj	wksmtvsj
h	j	dhgvjr	djgvjr
v	g	bvmwxnl	bgmwxnl
n	b	nsrj	bsrj
r	z	xpdrhfscqtnzg	xpdzhfscqtnzg
h	m	kgmthrdv	kgmtmrdv
n	j	nzhtvgm	jzhtvgm
h	t	mkbdfhwqtxcnzls	mkbdftwqtxcnzls
g	m	gsdhv	msdhv
n	k	npcmljw	kpcmljw
b	i	bmcgf	imcgf
b	e	nrwhdxzspb	nrwhdxzspe
b	a	trbvkw	travkw
x	y	wbfgnx	wbfgny
z	y	qsdzjv	qsdyjv
r	c	jndxbwrt	jndxbwct
c	p	krwxcfsq	krwxpfsq
j	v	zjls	zvls
l	b	clnbgp	cbnbgp
b	x	ntmbh	ntmxh
t	l	xpzstfm	xpzslfm
k	m	dngkzqv	dngmzqv
x	z	bxwmnk	bzwmnk
p	t	plf	tlf
q	a	zrbvkqn	zrbvkan
q	b	pfqbrlw	pfbbrlw
t	m	tgm	mgm
k	c	vksmj	vcsmj
h	e	jwsphxz	jwspexz
t	i	ktprqzb	kiprqzb
v	j	kvtg	kjtg
k	z	wnhkqp	wnhzqp
x	a	rvkgx	rvkga
d	d	dpzbvtr	dpzbvtr
f	d	dvqhfkr	dvqhdkr
r	h	hrcxfpg	hhcxfpg
m	f	fgmpshk	fgfpshk
t	z	xtsfmk	xzsfmk
n	r	sgdn	sgdr
v	f	zvcmkwd	zfcmkwd
s	v	sfpkdnbmqhxgt	vfpkdnbmqhxgt
r	c	mbr	mbc
s	n	tmzdsxljf	tmzdnxljf
c	i	cwdjr	iwdjr
j	d	smjxvf	smdxvf
v	f	lnmvpf	lnmfpf
c	v	frxc	frxv
f	n	dvmftlzg	dvmntlzg
b	f	gczmpjrb	gczmpjrf
k	i	rngkmbdt	rngimbdt
b	t	qbpktgxm	qtpktgxm
b	k	rhznb	rhznk
m	v	qcrhtmvd	qcrhtvvd
d	n	dzjcp	nzjcp
z	y	pkjzr	pkjyr
b	e	jwlmbn	jwlmen
h	x	smpjlrxh	smpjlrxx
c	l	rclmf	rllmf
w	q	ntzqskw	ntzqskq
g	c	bgtrp	bctrp
r	p	grm	gpm
p	t	rlmfkpn	rlmfktn
m	p	skmdr	skpdr
r	q	tbkrhlzqj	tbkqhlzqj
r	t	znbcxfrv	znbcxftv
n	p	mpgnhsxj	mpgphsxj
w	t	vmhwxf	vmhtxf
s	k	hfstcn	hfktcn
d	e	xsmtbdf	xsmtbef
t	c	rdctkjv	rdcckjv
d	f	njvwbdlgzrhk	njvwbflgzrhk
m	k	wtvgsfnkm	wtvgsfnkk
m	i	vjxqtrmp	vjxqtrip
w	b	gwb	gbb
j	m	xrcdhjksmnlpb	xrcdhmksmnlpb
t	d	txdgzr	dxdgzr
h	s	mbkzjhx	mbkzjsx
s	t	wbckvnsdg	wbckvntdg
k	m	lmsqxjbkn	lmsqxjbmn
g	w	gzwpvrnx	wzwpvrnx
g	s	wdnjlvrmgs	wdnjlvrmss
b	c	bvwqfjkdn	cvwqfjkdn
v	m	wmrxcszv	wmrxcszm
b	c	jkqdbw	jkqdcw
z	x	trbz	trbx
x	w	xcsnp	wcsnp
k	q	sqgnk	sqgnq
v	n	rbqwjpvzc	rbqwjpnzc
c	e	lqfvmcn	lqfvmen
n	c	mvkqlxznrt	mvkqlxzcrt
h	x	plnhcx	plnxcx
z	f	xpmbtgnfzk	xpmbtgnffk
n	z	hplfn	hplfz
d	z	fndv	fnzv
c	m	cgqtmwkx	mgqtmwkx
n	o	gqnptk	gqoptk
p	m	vspnhf	vsmnhf
n	i	kjvrn	kjvri
p	t	mkhwpzf	mkhwtzf
w	t	klpw	klpt
k	x	hvwnkc	hvwnxc
l	w	srtnbvlq	srtnbvwq
p	n	fjpch	fjnch
k	y	xkpjlszbfw	xypjlszbfw
d	s	qdhbfzmnsc	qshbfzmnsc
t	q	dvth	dvqh
j	f	txmgwblj	txmgwblf
k	e	vkbjzpf	vebjzpf
h	w	lhwvgj	lwwvgj
b	j	bpdr	jpdr
x	w	jskcx	jskcw
p	k	dpmjbfv	dkmjbfv
g	c	kwpgr	kwpcr
h	c	xtrshwm	xtrscwm
f	u	kmpnjhxqzcfds	kmpnjhxqzcuds
g	e	rzqwnjg	rzqwnje
s	g	lgsdzwtkq	lggdzwtkq
g	k	wzqg	wzqk
q	m	vnqrwkdg	vnmrwkdg
t	p	qzrxgjnth	qzrxgjnph
p	s	nftlpmj	nftlsmj
r	c	rkjgcwxtn	ckjgcwxtn
b	u	nrcfb	nrcfu
v	x	mthrdlgqvs	mthrdlgqxs
q	c	vcgnhlq	vcgnhlc
p	j	pktb	jktb
d	d	rqbdct	rqbdct
f	j	kmgfqjv	kmgjqjv
v	y	gshmfnvq	gshmfnyq
h	c	hsgmlkj	csgmlkj
n	q	ljnmq	ljqmq
q	r	qblcj	rblcj
r	h	tbvgrj	tbvghj
n	t	cndwpgrk	ctdwpgrk
t	f	bnrtxj	bnrfxj
t	d	trmgn	drmgn
v	s	rqcvnj	rqcsnj
c	r	knlzmtjcf	knlzmtjrf
w	e	wltsxqpj	eltsxqpj
f	r	fcgpz	rcgpz
w	b	njdbgxwz	njdbgxbz
l	b	klthg	kbthg
b	l	bvxr	lvxr
f	q	fvdsnj	qvdsnj
f	p	flvw	plvw
k	a	dnfrpthvk	dnfrpthva
m	o	vsptmb	vsptob
q	g	zwtgqnsr	zwtggnsr
v	f	nbvjpscxqr	nbfjpscxqr
d	h	hwmdt	hwmht
f	g	pkf	pkg
g	w	pgwk	pwwk
v	o	kjvx	kjox
m	w	btqmzlnx	btqwzlnx
m	r	rtkmzqx	rtkrzqx
d	g	nwdlgk	nwglgk
b	j	bnxfk	jnxfk
m	u	bkmlxn	bkulxn
r	p	fcvdxmplnbskr	fcvdxmplnbskp
m	b	hmfpdzg	hbfpdzg
v	l	jvbdg	jlbdg
n	z	fjcn	fjcz
r	l	sdrhxlf	sdlhxlf
q	x	btcgrq	btcgrx
q	b	fdxqbvnwl	fdxbbvnwl
l	z	xlhwn	xzhwn
z	z	nxzrbfp	nxzrbfp
b	i	grscdfbx	grscdfix
m	s	mlcdpsh	slcdpsh
f	i	fbpjxdwq	ibpjxdwq
r	n	cwtkrnfgmql	cwtknnfgmql
g	n	dzgljc	dznljc
v	p	qcvrf	qcprf
f	q	hdnfqws	hdnqqws
x	a	ghztkvx	ghztkva
g	g	hqgn	hqgn
q	v	wqlgjbxk	wvlgjbxk
f	a	tlvprfjcq	tlvprajcq
c	v	jchfdmg	jvhfdmg
b	w	sbrqw	swrqw
m	f	cxzjm	cxzjf
m	s	lfnkzrm	lfnkzrs
x	z	vxkds	vzkds
l	r	fnlmhtgrz	fnrmhtgrz
j	c	cbjd	cbcd
s	m	mzrbvsgk	mzrbvmgk
m	q	vjrmhw	vjrqhw
c	x	scrtpl	sxrtpl
r	m	rwsgd	mwsgd
b	f	bcshrtqgkdjfz	fcshrtqgkdjfz
b	k	vjfhmwxb	vjfhmwxk
p	t	tbpg	tbtg
f	t	fdcpbx	tdcpbx
b	a	brptz	arptz
n	o	qlgxphzsnft	qlgxphzsoft
r	t	twxjrqs	twxjtqs
b	r	tlbpzr	tlrpzr
x	m	xsf	msf
m	e	gvpzmxlhn	gvpzexlhn
p	f	cpz	cfz
h	k	bpxtkzfvh	bpxtkzfvk
m	o	mhbr	ohbr
b	i	twpsgbfnc	twpsgifnc
h	r	bqtch	bqtcr
h	w	zhv	zwv
w	u	ckrxgpw	ckrxgpu
c	h	wflctnk	wflhtnk
f	i	ztf	zti
l	x	pzwlbj	pzwxbj
v	g	rgqvk	rgqgk
b	q	sbcm	sqcm
t	g	qpbthrjd	qpbghrjd
t	z	gtnqzx	gznqzx
k	y	fgkq	fgyq
z	o	mdcrwzptkgxfb	mdcrwoptkgxfb
s	c	tdzsk	tdzck
j	x	jxrt	xxrt
p	t	rpbg	rtbg
j	l	bfgzjxckp	bfgzlxckp
d	z	dhwpn	zhwpn
f	t	gqdmkfxn	gqdmktxn
q	k	bpdsqgw	bpdskgw
n	l	bwn	bwl
z	k	rbwxzmpqlv	rbwxkmpqlv
b	e	fvlwbsg	fvlwesg
n	i	hjkntwg	hjkitwg
l	t	lnpwzgrx	tnpwzgrx
w	z	dwnfb	dznfb
t	l	mkrt	mkrl
g	r	gcdtvz	rcdtvz
v	l	dtfvzgkjwmr	dtflzgkjwmr
v	f	vjzh	fjzh
w	f	vpsw	vpsf
z	v	kzbngrpq	kvbngrpq
n	u	lvsthwjgrn	lvsthwjgru
k	q	mkdsp	mqdsp
d	c	bqtsjdc	bqtsjcc
s	h	xgpszdr	xgphzdr
w	k	kcprw	kcprk
h	t	mfdh	mfdt
j	m	jgwtf	mgwtf
z	d	cjzt	cjdt
j	e	ctgskrbj	ctgskrbe
m	l	zbjflm	zbjfll
z	h	bzdfwr	bhdfwr
g	s	gzxjpqr	szxjpqr
t	s	xpnmt	xpnms
t	d	phmcbkt	phmcbkd
f	i	bpf	bpi
j	c	zhwjfkp	zhwcfkp
r	a	frnqbkws	fanqbkws
g	w	thg	thw
l	j	cslfbqv	csjfbqv
c	y	fxcqml	fxyqml
n	l	sgzvjxdn	sgzvjxdl
j	z	wxzjtsbc	wxzztsbc
z	g	fzxskqc	fgxskqc
m	v	tdlmjc	tdlvjc
j	t	xbzpjhld	xbzpthld
r	v	zrqvtg	zvqvtg
q	n	mksq	mksn
k	t	gxkrst	gxtrst
d	n	nfhdc	nfhnc
q	m	mstqrjl	mstmrjl
z	g	ctlxzhwvmgb	ctlxghwvmgb
n	l	htpmsnlw	htpmsllw
q	s	vqwchz	vswchz
f	g	fjbzrgthwvxc	gjbzrgthwvxc
j	n	jgsxcv	ngsxcv
v	d	vsqkxz	dsqkxz
j	r	xjq	xrq
q	p	qlb	plb
p	o	gpjtkzs	gojtkzs
t	a	vtwdr	vawdr
p	w	jzpvbngw	jzwvbngw
h	d	zsbfmhtdcgqrwx	zsbfmdtdcgqrwx
s	x	csxqhz	cxxqhz
b	e	fgxmrvdqphb	fgxmrvdqphe
n	f	nmlpx	fmlpx
h	a	hrsblt	arsblt
f	h	brfp	brhp
l	r	lgcb	rgcb
f	b	wtsjfz	wtsjbz
r	o	grbvwdxqjpk	gobvwdxqjpk
d	y	rdcpq	rycpq
q	s	qsncb	ssncb
k	d	hstvwngmk	hstvwngmd
f	z	wfjqvxsnpc	wzjqvxsnpc
g	u	qksxmzjg	qksxmzju
z	i	qxwzg	qxwig
j	n	jxhp	nxhp
l	b	rznlhkgspqf	rznbhkgspqf
h	m	khmbfwnsc	kmmbfwnsc
k	w	bstknjhlwd	bstwnjhlwd
h	e	bdhjsl	bdejsl
f	x	jzhvfnbxmk	jzhvxnbxmk
w	o	xsnmfw	xsnmfo
v	s	lmvb	lmsb
r	s	wrksplcqtb	wsksplcqtb
f	j	btjfpgvcwdm	btjjpgvcwdm
t	h	tbfcw	hbfcw
s	s	lscrzn	lscrzn
j	f	gvndjk	gvndfk
v	m	mfptnvskrbz	mfptnmskrbz
k	j	stkr	stjr
w	n	zwjqrpgbx	znjqrpgbx
c	n	rxcjn	rxnjn
w	y	wtmp	ytmp
k	i	jvmkdcxqn	jvmidcxqn
f	s	qfxp	qsxp
q	p	dtlqc	dtlpc
p	c	wnpf	wncf
f	x	qhbprf	qhbprx
g	n	xjkzwgmpbd	xjkzwnmpbd
g	g	svgxt	svgxt
m	j	vbzljxcmh	vbzljxcjh
l	j	vlfpwc	vjfpwc
t	o	rhtk	rhok
v	u	vbms	ubms
v	l	nxtvkjs	nxtlkjs
c	o	brcpv	bropv
n	v	jrdwtpbgcnf	jrdwtpbgcvf
n	c	nlxvmd	clxvmd
q	y	jqgpbczdxs	jygpbczdxs
b	c	jsvclbhdfw	jsvclchdfw
s	r	qkdrspn	qkdrrpn
q	u	lnrqgdbx	lnrugdbx
m	i	nzwmgt	nzwigt
n	h	lpnhmtj	lphhmtj
s	i	wsmrfb	wimrfb
m	m	qsptkgmd	qsptkgmd
r	m	dxrv	dxmv
s	s	fstpl	fstpl
q	f	ghvqd	ghvfd
j	j	gfzqhmbjsckp	gfzqhmbjsckp
c	j	pcxslr	pjxslr
v	y	qvwm	qywm
q	g	cqgpr	cggpr
m	e	nprmk	nprek
n	w	jntxkplc	jwtxkplc
s	k	rbsplm	rbkplm
j	u	rbqcjnsgl	rbqcunsgl
h	t	mplhvrj	mpltvrj
d	t	svqmgnd	svqmgnt
b	s	bhcjvmt	shcjvmt
l	m	lfkrwmth	mfkrwmth
b	t	bwfckd	twfckd
k	j	jgk	jgj
x	i	rxlmgzb	rilmgzb
p	i	dplzsjk	dilzsjk
j	e	xhfqwlsvzbj	xhfqwlsvzbe
d	a	xpdwrnvtl	xpawrnvtl
c	i	cvhx	ivhx
z	x	zxbdts	xxbdts
r	s	kbnrsm	kbnssm
w	m	wqpjhx	mqpjhx
b	v	krjwvtbq	krjwvtvq
s	w	glsfbjt	glwfbjt
d	s	tfhdkn	tfhskn
b	r	dbtsvnc	drtsvnc
v	z	gjtfvbs	gjtfzbs
f	z	cbsvtkpjf	cbsvtkpjz
m	i	zpjbrmwx	zpjbriwx
f	a	fwtlgsh	awtlgsh
t	n	whjfbrqgtscd	whjfbrqgnscd
r	s	wlcjfr	wlcjfs
b	h	hpwblnv	hpwhlnv
k	t	vwbzcpnk	vwbzcpnt
n	u	hnqv	huqv
r	n	trdx	tndx
t	a	vmldtf	vmldaf
k	h	bmxwkfg	bmxwhfg
g	r	kgrsqlhdv	krrsqlhdv
q	u	wrhqt	wrhut
f	l	pbrfds	pbrlds
l	q	jlz	jqz
w	o	fkzldshw	fkzldsho
m	o	kpmzst	kpozst
k	k	qmkgfwh	qmkgfwh
k	s	brfkdwmlc	brfsdwmlc
b	z	kvqltfbr	kvqltfzr
l	p	prvznlt	prvznpt
c	k	knzhqrcwldt	knzhqrkwldt
s	u	mdbsjzx	mdbujzx
s	e	lcgdztqsxw	lcgdztqexw
m	k	wbkm	wbkk
q	w	mbqcdgs	mbwcdgs
x	a	xzth	azth
c	a	xbrcljwn	xbraljwn
m	g	htzmp	htzgp
v	k	wvcmfd	wkcmfd
q	t	rqfvxpd	rtfvxpd
j	z	lnvhjp	lnvhzp
s	k	qsk	qkk
c	b	zrjvxc	zrjvxb
v	r	hpcfvgbltknjs	hpcfrgbltknjs
h	f	lfqmsnkbh	lfqmsnkbf
k	t	fkps	ftps
d	n	ndtkqxlf	nntkqxlf
m	v	tpwmzhgq	tpwvzhgq
t	s	bnwktrzp	bnwksrzp
b	t	rgpbmkfh	rgptmkfh
k	y	klzcb	ylzcb
l	m	zrcxkfqhlnmtjs	zrcxkfqhmnmtjs
m	n	snwmrphxg	snwnrphxg
r	x	dqgrbpfvkm	dqgxbpfvkm
w	g	vjwgp	vjggp
n	l	vpnxdz	vplxdz
g	z	kzbrtgdqxhn	kzbrtzdqxhn
f	l	mxtndcjlf	mxtndcjll
w	a	wqmjx	aqmjx
k	e	hbjzcwptk	hbjzcwpte
r	x	rdp	xdp
h	a	rhsmfjb	rasmfjb
n	p	qxsctdn	qxsctdp
b	e	dfbh	dfeh
v	b	rzvsd	rzbsd
w	c	cxtqhrwgv	cxtqhrcgv
w	i	gpfhwsn	gpfhisn
l	y	lvhgzbn	yvhgzbn
w	f	vhmwl	vhmfl
m	a	mcxhjr	acxhjr
n	i	fnkc	fikc
d	g	hdzjvxsp	hgzjvxsp
v	g	vbr	gbr
